objID	objStat	objName	chr	startpos	endpos	strand	treesize	usedseqlength	branchlength	genelength
3977	3487	0	IGFBP4	17	40443424	40457730	1	7	258	0.008816	14307
3978	3485	0	IGFBP2	2	216633404	216664436	1	6	325	0.004331	31033
3979	3486	0	IGFBP3	7	45912245	45921272	-1	6	297	0.010373	9028
3980	346517	0.404878763256748	OR6V1	7	143052341	143053282	1	5	313	0.051131	942
3981	341799	0	OR6S1	14	20640696	20641691	-1	5	330	0.067606	996
3982	390261	0.421847188571692	OR6M1	11	123805408	123806349	-1	5	313	0.055448	942
3983	343169	0.845516761636191	OR6F1	1	247711829	247712755	-1	6	308	0.00654	927
3984	390260	1.42099806435324	OR6X1	11	123753580	123754518	-1	8	312	0.026135	939
3985	1912	0	PHC2	1	33323623	33431017	-1	6	858	0.001229	107395
3986	80012	0	PHC3	3	170087580	170181749	-1	6	983	0.001177	94170
3987	1911	0	PHC1	12	8914696	8941467	1	8	1004	0.004082	26772
3988	10766	0.793200922965377	TOB2	22	41433488	41448230	-1	7	344	0.010517	14743
3989	7832	0.698677012104656	BTG2	1	203305536	203309602	1	6	158	0.007494	4067
3990	10950	0	BTG3	21	17593650	17612950	-1	6	291	0.008158	19301
3991	54766	0.451820879736029	BTG4	11	111467530	111512380	-1	5	223	0.014054	44851
3992	6455	0	SH3GL1	19	4360367	4400568	-1	6	352	0.019077	40202
3993	6457	0	SH3GL3	15	83447228	83618743	1	5	334	0.011592	171516
3994	51100	0	SH3GLB1	1	86704570	86748184	1	6	386	0.005248	43615
3995	56904	0	SH3GLB2	9	129007792	129028353	-1	6	395	0.004278	20562
3996	7090	0	TLE3	15	70047790	70097935	-1	5	769	0.003456	50146
3997	7091	0	TLE4	9	79571773	79726882	1	7	773	0.00889	155110
3998	7088	0	TLE1	9	81583683	81689344	-1	8	770	0.005855	105662
3999	7089	0	TLE2	19	2997638	3047635	-1	6	672	0.052968	49998
4000	27183	0	VPS4A	16	69311384	69325043	1	6	437	0.004953	13660
4001	9525	0	VPS4B	18	63389190	63422519	-1	7	444	0.004808	33330
4002	11104	0	KATNA1	6	149594873	149649018	-1	7	491	0.002623	54146
4003	3304	0	HSPA1B	6	31827735	31830254	1	9	641	0.002747	2520
4004	3309	0	HSPA5	9	125234848	125241387	-1	6	654	0.004221	6540
4005	51182	0	HSPA14	10	14838160	14871741	1	7	509	0.007769	33582
4006	140628	0	GATA5	20	62463497	62475970	-1	5	369	0.001022	12474
4007	2627	0	GATA6	18	22169443	22202528	1	6	592	0.001419	33086
4008	2624	0	GATA2	3	128479422	128493187	-1	5	480	0.012718	13766
4009	2625	0	GATA3	10	8045473	8075201	1	7	444	0.00431	29729
4010	9229	0	DLGAP1	18	3496032	4455310	-1	7	977	0.01024	959279
4011	9787	0	DLGAP5	14	55148116	55191678	-1	6	846	0.00707	43563
4012	1845	0.00237952254377111	DUSP3	17	43766121	43779000	-1	5	185	0.005325	12880
4013	163351	1.29284117461508	GBP6	1	89363758	89388160	1	9	633	0.008959	24403
4014	388646	1.10863776906392	GBP7	1	89131751	89176040	-1	12	646	0.064802	44290
4015	115361	0.631754714107447	GBP4	1	89181148	89198950	-1	12	646	0.004089	17803
4016	2633	0	GBP1	1	89052304	89065360	-1	11	604	0.017716	13057
4017	2635	0	GBP3	1	89006677	89022880	-1	11	604	0.018323	16204
4018	2634	0	GBP2	1	89106132	89126159	-1	6	589	0.077205	20028
4019	6677	0.819450922172735	SPAM1	7	123925232	123971410	1	12	500	0.002129	46179
4020	23553	0	HYAL4	7	123845166	123877478	1	8	481	0.00435	32313
4021	3373	0	HYAL1	3	50299889	50312381	-1	7	435	0.001759	12493
4022	8372	0	HYAL3	3	50292828	50299468	-1	5	409	0.017188	6641
4023	8692	0	HYAL2	3	50317790	50322850	-1	8	473	0.009581	5061
4024	1193	0.532552731263691	CLIC2	X	155276207	155334681	-1	6	247	0.013248	58475
4025	731	0	C8A	1	56854770	56918221	1	8	584	0.001882	63452
4026	732	0	C8B	1	56929210	56968277	-1	8	591	0.002821	39068
4027	735	0.953435395329176	C9	5	39284275	39364553	-1	7	561	0.004144	80279
4028	730	0	C7	5	40909497	40982939	1	6	843	0.008453	73443
4029	729	0	C6	5	41142146	41261486	-1	8	934	0.004933	119341
4030	9058	0	SLC13A2	17	28473646	28497781	1	7	592	0.004369	24136
4031	284111	0	SLC13A5	17	6684713	6713421	-1	6	568	0.009798	28709
4032	64849	0	SLC13A3	20	46557823	46684485	-1	6	602	0.003497	126663
4033	6561	0	SLC13A1	7	123113534	123199971	-1	7	595	0.00339	86438
4034	26266	0.739407171036887	SLC13A4	7	135681231	135728195	-1	8	626	0.002253	46965
4035	9402	0	GRAP2	22	39901082	39973343	1	8	330	0.00982	72262
4036	4690	0	NCK1	3	136862208	136951604	1	6	377	0.005413	89397
4037	9540	0	TP53I3	2	24077433	24085215	-1	6	332	0.003588	7783
4038	580	0	BARD1	2	214725646	214809711	-1	6	777	0.005664	84066
4039	255189	0	PLA2G4F	15	42141134	42156641	-1	8	838	0.010298	15508
4040	283748	0	PLA2G4D	15	42067683	42094554	-1	7	818	0.002223	26872
4041	100137049	0	PLA2G4B	15	41838813	41848148	1	8	1012	0.014412	9336
4042	123745	0	PLA2G4E	15	41981582	42050703	-1	6	779	0.006261	69122
4043	8605	0	PLA2G4C	19	48047843	48110852	-1	5	495	0.022729	63010
4044	5321	0	PLA2G4A	1	186828900	186988981	1	8	749	0.004966	160082
4045	27237	0	ARHGEF16	1	3454583	3481113	1	6	708	0.022365	26531
4046	26084	0	ARHGEF26	3	154121003	154257827	1	7	869	0.001407	136825
4047	22899	0	ARHGEF15	17	8310238	8322516	1	6	841	0.008402	12279
4048	7984	0.951586268941268	ARHGEF5	7	144355341	144380632	1	6	1597	0.02317	25292
4049	25791	0.618940592769355	NGEF	2	232878686	233013241	-1	6	709	0.004305	134556
4050	2135	0.554983327171421	EXTL2	1	100872372	100895179	-1	7	330	0.009523	22808
4051	2132	0	EXT2	11	44095549	44245430	1	7	728	0.002064	149882
4052	2134	0	EXTL1	1	26021775	26036464	1	8	676	0.005222	14690
4053	2131	0	EXT1	8	117799363	118111819	-1	6	746	0.001482	312457
4054	2137	0	EXTL3	8	28701473	28753690	1	6	919	0.004235	52218
4055	23456	0.404524224795147	ABCB10	1	229516582	229558695	-1	6	728	0.023411	42114
4056	23457	0	ABCB9	12	122920178	122966509	-1	7	766	0.012786	46332
4057	6891	0	TAP2	6	32821833	32838770	-1	8	667	0.009657	16938
4058	6890	1.12018548655579	TAP1	6	32845209	32853971	-1	8	808	0.007812	8763
4059	11194	0	ABCB8	7	151028422	151047782	1	8	718	0.003791	19361
4060	10524	0	KAT5	11	65711996	65719606	1	7	546	0.004116	7611
4061	11143	0	KAT7	17	49788619	49829096	1	7	606	0.005325	40478
4062	23522	0	KAT6B	10	74824927	75032622	1	7	2071	0.008105	207696
4063	7994	0	KAT6A	8	41929479	42051988	-1	6	2003	0.003986	122510
4064	6555	0.877479418158072	SLC10A2	13	103043998	103066846	-1	7	348	0.003048	22849
4065	345274	0	SLC10A6	4	86823324	86849263	-1	6	377	0.00784	25940
4066	6554	0.0494923204760441	SLC10A1	14	69775835	69797289	-1	8	349	0.003563	21455
4067	7060	0	THBS4	5	80035347	80083287	1	9	961	0.002472	47941
4068	7059	0	THBS3	1	155195588	155208906	-1	6	956	0.008456	13319
4069	7058	1.76244018963931	THBS2	6	169215780	169254114	-1	5	1143	0.017694	38335
4070	7057	0.0376060255629878	THBS1	15	39581079	39597467	1	9	1170	0.002488	16389
4071	5725	0	PTBP1	19	797392	812327	1	8	557	0.030439	14936
4072	3191	0.0531829589358814	HNRNPL	19	38836388	38852339	-1	7	589	0.008712	15952
4073	8550	0.0376060298382997	MAPKAPK5	12	111842199	111893424	1	7	473	0.004296	51226
4074	7867	0	MAPKAPK3	3	50611862	50649297	1	8	382	0.002516	37436
4075	9261	0	MAPKAPK2	1	206684949	206734285	1	5	400	0.015625	49337
4076	8569	0	MKNK1	1	46557407	46604294	-1	6	413	0.012606	46888
4077	2872	0	MKNK2	19	2037471	2051244	-1	5	462	0.024343	13774
4078	27131	0	SNX5	20	17941596	17968991	-1	7	404	0.00614	27396
4079	58533	0	SNX6	14	34561409	34630160	-1	5	406	0.002563	68752
4080	6642	0	SNX1	15	64094076	64144234	1	8	522	0.007149	50159
4081	6643	0.548333159219172	SNX2	5	122774996	122834539	1	6	519	0.006037	59544
4082	56479	0	KCNQ5	6	72621843	73198851	1	7	916	0.00228	577009
4083	3786	0	KCNQ3	8	132120858	132480757	-1	8	843	0.012704	359900
4084	7486	0	WRN	8	31033262	31173761	1	7	1432	0.007797	140500
4085	641	0.0376060341136101	BLM	15	90717327	90815462	1	7	1417	0.004669	98136
4086	23446	0	SLC44A1	9	105244613	105438504	1	8	645	0.008256	193892
4087	126969	0	SLC44A3	1	94820342	94895247	1	9	653	0.003166	74906
4088	80736	0.767005569579152	SLC44A4	6	31863192	31879046	-1	8	710	0.006893	15855
4089	57153	0.0376060255629878	SLC44A2	19	10602445	10644559	1	6	706	0.016574	42115
4090	57515	0	SERINC1	6	122443348	122471807	-1	8	453	0.002152	28460
4091	139760	0	GPR119	X	130384345	130385537	-1	9	335	0.005764	1193
4092	136	0.0376060298382997	ADORA2B	17	15944917	15975896	1	6	332	0.006673	30980
4093	135	0	ADORA2A	22	24423597	24442360	1	8	412	0.004519	18764
4094	134	0	ADORA1	1	203127705	203167405	1	6	326	0.003416	39701
4095	5526	0	PPP2R5B	11	64924193	64934478	1	7	497	0.002671	10286
4096	5525	0	PPP2R5A	1	212285537	212361863	1	6	486	0.002057	76327
4097	5529	0	PPP2R5E	14	63373892	63543361	-1	5	467	0.002177	169470
4098	5528	0	PPP2R5D	6	42984499	43012345	1	8	602	0.003589	27847
4099	602	0.852684783327437	BCL3	19	44742817	44760044	1	7	451	0.013655	17228
4100	64332	1.15625853743533	NFKBIZ	3	101827990	101861025	1	7	718	0.01174	33036
4101	4794	0.0376060341136101	NFKBIE	6	44258166	44265788	-1	8	466	0.008271	7623
4102	4792	0	NFKBIA	14	35401510	35404754	-1	6	317	0.006279	3245
4103	4793	0	NFKBIB	19	38899507	38908894	1	6	356	0.039804	9388
4104	51663	0.0376060341136101	ZFR	5	32354350	32444761	-1	6	1029	0.000916	90412
4105	482	0	ATP1B2	17	7650936	7657771	1	6	290	0.004327	6836
4106	23439	0.266021097000279	ATP1B4	X	120362085	120383249	1	5	353	0.011037	21165
4107	496	0	ATP4B	13	113648804	113658198	-1	7	291	0.015017	9395
4108	483	0	ATP1B3	3	141876628	141926540	1	9	252	0.010975	49913
4109	481	0	ATP1B1	1	169106709	169132722	1	8	303	0.006723	26014
4110	8767	0	RIPK2	8	89757733	89791064	1	7	540	0.002133	33332
4111	11035	0	RIPK3	14	24336021	24340036	-1	7	518	0.021393	4016
4112	8737	0.709343332951752	RIPK1	6	3063967	3115187	1	8	671	0.008397	51221
4113	54518	0	APBB1IP	10	26438337	26567803	1	6	665	0.009895	129467
4114	2886	0	GRB7	17	39737909	39747285	1	7	532	0.01873	9377
4115	2887	0.0740082811036626	GRB10	7	50590063	50793462	-1	9	594	0.00508	203400
4116	2888	0	GRB14	2	164492813	164621850	-1	8	477	0.002168	129038
4117	51147	0	ING4	12	6650538	6663142	-1	6	249	0.004072	12605
4118	3622	0	ING2	4	183505067	183512269	1	7	280	0.007316	7203
4119	22978	0	NT5C2	10	103088017	103193306	-1	7	561	0.00362	105290
4120	92483	0.426871933577984	LDHAL6B	15	59206816	59208588	1	6	381	0.006978	1773
4121	160287	0	LDHAL6A	11	18455827	18479600	1	6	332	0.002606	23774
4122	3948	0	LDHC	11	18412304	18451246	1	6	332	0.016612	38943
4123	3939	0	LDHA	11	18394389	18408218	1	11	340	0.009248	13830
4124	9026	0	HIP1R	12	122834498	122862961	1	7	1044	0.03442	28464
4125	3092	0	HIP1	7	75533298	75738972	-1	7	1023	0.012467	205675
4126	7094	0	TLN1	9	35697337	35732395	-1	7	2541	0.006378	35059
4127	83660	0	TLN2	15	62390570	62844631	1	7	2542	0.004473	454062
4128	84063	0	KIRREL2	19	35856908	35867146	1	7	708	0.022039	10239
4129	84623	0	KIRREL3	11	126423493	127000870	-1	5	704	0.003325	577378
4130	55243	0	KIRREL	1	157993273	158100262	1	7	757	0.000193	106990
4131	4868	0	NPHS1	19	35825372	35851993	-1	7	1226	0.007098	26622
4132	10369	0	CACNG2	22	36560869	36702645	-1	7	323	0.006271	141777
4133	10368	0	CACNG3	16	24255553	24362416	1	6	315	0.003117	106864
4134	59284	0	CACNG7	19	53909450	53943941	1	6	275	0.011602	34492
4135	1466	0	CSRP2	12	76858715	76879043	-1	7	193	0.005316	20329
4136	4094	0	MAF	16	79593848	79600725	-1	5	385	0.003484	6878
4137	23764	0	MAFF	22	38201932	38216511	1	8	164	0.00669	14580
4138	51302	0	CYP39A1	6	46549580	46652830	-1	7	469	0.001889	103251
4139	9420	1.17254516966751	CYP7B1	8	64595972	64798791	-1	7	506	0.008765	202820
4140	1581	0	CYP7A1	8	58490178	58500161	-1	7	504	0.004706	9984
4141	1582	0.940418413902945	CYP8B1	3	42872192	42876141	-1	5	501	0.069694	3950
4142	5740	0	PTGIS	20	49503874	49568170	-1	5	499	0.011754	64297
4143	9843	1.03482339937993	HEPH	X	66162549	66267389	1	5	1158	0.015233	104841
4144	341208	0	HEPHL1	11	94021212	94114208	1	6	1159	0.015237	92997
4145	1356	0	CP	3	149162410	149222055	-1	7	1065	0.003355	59646
4146	2157	0.634219018067076	F8	X	154835788	155022723	-1	7	2351	0.004839	186936
4147	2153	0	F5	1	169511954	169586531	-1	6	2175	0.012806	74578
4148	9612	1.53401030809071	NCOR2	12	124324411	124567464	-1	7	2511	0.010017	243054
4149	23186	0	RCOR1	14	102592659	102730576	1	8	381	0.013575	137918
4150	57167	0	SALL4	20	51784012	51802509	-1	8	1053	0.007178	18498
4151	3991	0	LIPE	19	42401507	42427426	-1	7	1060	0.014083	25920
4152	57552	0	NCEH1	3	172630645	172711417	-1	7	440	0.003668	80773
4153	3284	0	HSD3B2	1	119414931	119423039	1	10	374	0.037824	8109
4154	3283	0.629233134848207	HSD3B1	1	119507203	119515058	1	10	374	0.019219	7856
4155	50814	0	NSDHL	X	152830967	152869363	1	6	373	0.003787	38397
4156	80230	0	RUFY1	5	179550561	179610026	1	5	604	0.006637	59466
4157	27306	0	HPGDS	4	94298556	94342876	-1	6	199	0.005792	44321
4158	2950	0	GSTP1	11	67583595	67586653	1	6	210	0.018984	3059
4159	2947	0	GSTM3	1	109733932	109741038	-1	10	225	0.004534	7107
4160	2944	0.884882614355986	GSTM1	1	109687796	109693745	1	9	218	0.010684	5950
4161	2949	2.1481451288894	GSTM5	1	109711779	109718268	1	9	218	0.182891	6490
4162	2023	0	ENO1	1	8861000	8879092	-1	11	434	0.006968	18093
4163	2027	0	ENO3	17	4950109	4957131	1	9	434	0.025891	7023
4164	2026	0	ENO2	12	6914450	6923696	1	6	434	0.007168	9247
4165	1152	0	CKB	14	103519658	103522859	-1	5	378	0.008514	3202
4166	1158	1.01058814656153	CKM	19	45306413	45323044	-1	5	381	0.012868	16632
4167	1160	0.821197227462941	CKMT2	5	81232982	81266398	1	7	419	0.003221	33417
4168	1159	0.105525014721731	CKMT1B	15	43593054	43599406	1	9	417	0.002429	6353
4169	4772	0	NFATC1	18	79395772	79529323	1	6	879	0.018335	133552
4170	4773	0	NFATC2	20	51386957	51562831	-1	6	907	0.0024	175875
4171	4775	0.375881553248998	NFATC3	16	68085366	68229259	1	5	1038	0.009847	143894
4172	4776	0	NFATC4	14	24366911	24379604	1	5	875	0.032981	12694
4173	7355	0.109922909117856	SLC35A2	X	48903180	48911958	-1	8	396	0.007395	8779
4174	10559	0.0957347972429581	SLC35A1	6	87472925	87512339	1	6	337	0.015333	39415
4175	26341	0.966281618373437	OR5H1	3	98132698	98133639	1	14	313	0.012966	942
4176	403274	0.516025004832013	OR5H15	3	98168700	98169641	1	14	313	0.062243	942
4177	79295	0.926896313550019	OR5H6	3	98264285	98265262	1	14	313	0.134373	978
4178	403277	1.0379951775886	OR5K3	3	98390666	98391631	1	5	321	0.004994	966
4179	26339	0	OR5K1	3	98469577	98470528	1	11	308	0.005598	952
4180	402135	0	OR5K2	3	98497681	98498631	1	11	308	0.018077	951
4181	154141	0	MBOAT1	6	20099684	20212464	-1	8	479	0.005172	112781
4182	129642	0	MBOAT2	2	8856571	9003747	-1	5	520	0.001874	147177
4183	619373	0	MBOAT4	8	30131671	30144684	-1	8	435	0.004862	13014
4184	79143	0	MBOAT7	19	54173412	54189882	-1	5	472	0.006902	16471
4185	10162	0.850374980775151	LPCAT3	12	6976185	7018538	-1	8	487	0.005687	42354
4186	144983	0	HNRNPA1L2	13	52617470	52643784	1	5	292	0.014343	26315
4187	7881	0	KCNAB1	3	156120548	156539138	1	6	331	0.002339	418591
4188	9196	0	KCNAB3	17	7921859	7929862	-1	8	404	0.005253	8004
4189	22977	1.85540730000531	AKR7A3	1	19282563	19288786	-1	6	259	0.020111	6224
4190	8574	0	AKR7A2	1	19302708	19312146	-1	5	357	0.011499	9439
4191	10491	0	CRTAP	3	33113958	33147773	1	7	401	0.025925	33816
4192	64175	0	LEPRE1	1	42746335	42767084	-1	5	537	0.006501	20750
4193	10536	0.451842561764819	LEPREL2	12	6828373	6839854	1	6	736	0.005476	11482
4194	55214	0	LEPREL1	3	189956728	190122437	-1	7	704	0.015298	165710
4195	5163	0	PDK1	2	172555373	172625623	1	5	436	0.005263	70251
4196	5166	0.880772738364765	PDK4	7	95583497	95596613	-1	6	411	0.002563	13117
4197	5165	0.115829218528874	PDK3	X	24465227	24550466	1	8	415	0.007597	85240
4198	57492	0.0447213531664793	ARID1B	6	156777846	157210779	1	5	1775	0.009664	432934
4199	1820	0	ARID3A	19	925733	972816	1	6	590	0.027101	47084
4200	120796	0	OR56A1	11	6026671	6027741	-1	7	318	0.01043	1071
4201	390083	0	OR56A3	11	5947347	5948294	1	10	315	0.037981	948
4202	196335	0.0611690887003774	OR56B4	11	6107779	6108738	1	7	320	0.05545	960
4203	7021	0	TFAP2B	6	50818726	50847613	1	8	469	0.00665	28888
4204	25834	0	MGAT4C	12	85976235	86838904	-1	7	478	0.004442	862670
4205	11320	0	MGAT4A	2	98619106	98731126	-1	8	535	0.004692	112021
4206	11282	0.0376060298382997	MGAT4B	5	179797597	179806952	-1	6	517	0.002834	9356
4207	2675	0.0376060298382997	GFRA2	8	21692018	21814898	-1	7	406	0.004322	122881
4208	2674	0	GFRA1	10	116056925	116273614	-1	6	462	0.003675	216690
4209	6640	0	SNTA1	20	33407957	33443892	-1	7	505	0.00973	35936
4210	5631	0	PRPS1	X	107628424	107651026	1	8	318	0.004471	22603
4211	5634	0	PRPS2	X	12791355	12824227	1	6	318	0.00995	32873
4212	22999	0.343041579796096	RIMS1	6	71886703	72403143	1	5	1633	0.002772	516441
4213	9699	0	RIMS2	8	103500198	104254428	1	5	1083	0.004834	754231
4214	6790	0.435732840833379	AURKA	20	56369389	56392454	-1	8	403	0.009529	23066
4215	9212	0	AURKB	17	8204731	8210626	-1	7	344	0.005018	5896
4216	6795	0.627859910241661	AURKC	19	57230381	57235548	1	6	309	0.00966	5168
4217	27148	0	STK36	2	218672026	218702717	1	8	1315	0.009353	30692
4218	2686	0	GGT7	20	34844720	34872858	-1	7	662	0.003358	28139
4219	124975	0	GGT6	17	4556927	4560596	-1	9	492	0.000211	3670
4220	2678	0	GGT1	22	24583750	24629005	1	11	569	0.003847	45256
4221	2687	0.626182543582154	GGT5	22	24219654	24245142	-1	5	587	0.002766	25489
4222	9590	0.541513716748237	AKAP12	6	151239999	151358559	1	8	1783	0.006547	118561
4223	4131	0	MAP1B	5	72107291	72209570	1	6	2468	0.019537	102280
4224	5481	0	PPID	4	158709127	158723400	-1	8	370	0.013824	14274
4225	10465	0	PPIH	1	42658358	42676758	1	8	177	0.01792	18401
4226	5889	0	RAD51C	17	58692573	58734342	1	6	367	0.010857	41770
4227	7517	0	XRCC3	14	103697608	103715486	-1	7	346	0.012156	17879
4228	3833	0	KIFC1	6	33391536	33409924	1	8	673	0.006531	18389
4229	3801	0	KIFC3	16	57758217	57863053	-1	5	833	0.020247	104837
4230	29924	0	EPN1	19	55675195	55695775	1	5	551	0.004957	20581
4231	22905	0	EPN2	17	19237377	19336715	1	8	641	0.004937	99339
4232	8438	0	RAD54L	1	46247695	46278473	1	7	747	0.001329	30779
4233	25788	0	RAD54B	8	94371960	94475115	-1	8	910	0.001017	103156
4234	5980	0	REV3L	6	111299031	111483715	-1	7	3129	0.004187	184685
4235	1478	0	CSTF2	X	100820359	100840935	1	7	597	0.001569	20577
4236	23283	0.0752120618142548	CSTF2T	10	51695486	51699595	-1	9	622	0.002175	4110
4237	4691	0	NCL	2	231454748	231464494	-1	7	709	0.002307	9747
4238	9636	0	ISG15	1	1013467	1014540	1	10	165	0.012178	1074
4239	7314	0	UBB	17	16380793	16382745	1	8	229	0.011267	1953
4240	23203	0	PMPCA	9	136410573	136423761	1	8	525	0.007752	13189
4241	7385	0	UQCRC2	16	21953288	21983347	1	12	453	0.01136	30060
4242	9690	0	UBE3C	7	157138961	157269372	1	7	1083	0.000875	130412
4243	89910	0	UBE3B	12	109477410	109536705	1	8	1068	0.001963	59296
4244	2166	0	FAAH	1	46394267	46413848	1	7	579	0.00072	19582
4245	8667	0	EIF3H	8	116644816	116755823	-1	8	352	0.002934	111008
4246	56922	0	MCCC1	3	183015218	183099585	-1	7	725	0.001117	84368
4247	5095	0.905017554851227	PCCA	13	100089015	100530437	1	7	728	0.016457	441423
4248	9517	0	SPTLC2	14	77505997	77616767	-1	7	560	0.00398	110771
4249	55304	0	SPTLC3	20	13008979	13166764	1	8	552	0.004376	157786
4250	50808	0.0494923204760441	AK3	9	4709556	4742043	-1	11	227	0.00894	32488
4251	205	0	AK4	1	65147549	65232145	1	8	223	0.009342	84597
4252	60678	0	EEFSEC	3	128153459	128408646	1	6	596	0.005771	255188
4253	54107	0	POLE3	9	113407235	113410749	-1	8	147	0.009881	3515
4254	29028	0.805885895616537	ATAD2	8	123319850	123396465	-1	7	1389	0.000864	76616
4255	56681	0	SAR1A	10	70150204	70170529	-1	7	198	0.005492	20326
4256	51128	0	SAR1B	5	134601149	134632843	-1	6	198	0.006191	31695
4257	7384	0	UQCRC1	3	48598999	48609665	-1	8	480	0.003838	10667
4258	9512	0	PMPCB	7	103297426	103329902	1	8	489	0.006557	32477
4259	31	0	ACACA	17	37084992	37406822	-1	8	2383	0.002305	321831
4260	32	0	ACACB	12	109116431	109268226	1	6	2458	0.011648	151796
4261	58528	0	RRAGD	6	89364616	89412276	-1	7	400	0.00623	47661
4262	64121	0	RRAGC	1	38838197	38859823	-1	7	399	0.002654	21627
4263	3842	0	TNPO1	5	72816591	72914388	1	9	898	0.014006	97798
4264	374868	0	ATP9B	18	79069394	79378283	1	7	1147	0.010204	308890
4265	10079	0	ATP9A	20	51596775	51768369	-1	7	1024	0.002497	171595
4266	526	0	ATP6V1B2	8	20197193	20221696	1	9	511	0.009553	24504
4267	525	0.0865061544868404	ATP6V1B1	2	70935868	70965431	1	8	513	0.003831	29564
4268	7407	0	VARS	6	31777518	31795935	-1	7	1264	0.003981	18418
4269	57176	0	VARS2	6	30914205	30926459	1	8	1063	0.002977	12255
4270	54552	0	GNL3L	X	54530211	54567287	1	6	576	0.004613	37077
4271	26354	0.842054457907357	GNL3	3	52685920	52694497	1	9	549	0.002133	8578
4272	27243	0	CHMP2A	19	58551566	58555128	-1	9	222	0.014105	3563
4273	25978	0	CHMP2B	3	87227263	87255548	1	8	213	0.005337	28286
4274	57486	0.256253430503204	NLN	5	65722196	65829283	1	9	704	0.010301	107088
4275	7064	0	THOP1	19	2785508	2813601	1	5	686	0.009652	28094
4276	4860	0	PNP	14	20469379	20478006	1	10	289	0.00204	8628
4277	908	0	CCT6A	7	56051685	56063989	1	10	531	0.004224	12305
4278	7840	0.682874430929976	ALMS1	2	73385758	73609919	1	7	4158	0.002091	224162
4279	143471	0	PSMA8	18	26133852	26193355	1	7	256	0.012071	59504
4280	5688	0.260908968223993	PSMA7	20	62136727	62143458	-1	6	248	0.005854	6732
4281	161	0	AP2A2	11	925809	1012245	1	5	930	0.021515	86437
4282	1176	0	AP3S1	5	115841606	115914081	1	8	193	0.010768	72476
4283	10325	0	RRAGB	X	55717677	55759333	1	6	374	0.004969	41657
4284	10670	0	RRAGA	9	19049374	19051025	1	7	313	0.003142	1652
4285	3843	0	IPO5	13	97953675	98024296	1	9	1115	0.000851	70622
4286	113675	0	SDSL	12	113422237	113438277	1	8	329	0.006578	16041
4287	10993	0	SDS	12	113392445	113403887	-1	7	328	0.031597	11443
4288	1758	0	DMP1	4	87650302	87664361	1	7	513	0.006041	14060
4289	6652	0	SORD	15	45023104	45075089	1	7	357	0.010968	51986
4290	10694	0	CCT8	21	29056322	29073797	-1	7	548	0.003989	17476
4291	1376	1.62051161121214	CPT2	1	53196429	53214197	1	7	658	0.013146	17769
4292	523	0	ATP6V1A	3	113747019	113812058	1	8	617	0.005139	65040
4293	2091	0	FBL	19	39834453	39846414	-1	6	320	0.004573	11962
4294	9588	0.0376060298382997	PRDX6	1	173477347	173488807	1	13	224	0.004535	11461
4295	4763	0	NF1	17	31045488	31377677	1	6	2839	0.000377	332190
4296	5297	0	PI4KA	22	20707691	20858812	-1	7	2044	0.002887	151122
4297	4928	0	NUP98	11	3675010	3797792	-1	7	1800	0.003269	122783
4298	506	0	ATP5B	12	56638175	56646068	-1	8	529	0.005047	7894
4299	1968	0	EIF2S3	X	24054948	24078810	1	12	472	0.010867	23863
4300	23195	0	MDN1	6	89642775	89819764	-1	5	5592	0.040099	176990
4301	8260	0	NAA10	X	153929827	153935154	-1	9	235	0.004427	5328
4302	54512	0	EXOSC4	8	144078619	144080648	1	9	245	0.006935	2030
4303	79631	0	EFTUD1	15	82130220	82262763	-1	5	1069	0.008189	132544
4304	5687	0	PSMA6	14	35278558	35317479	1	5	246	0.003855	38922
4305	3313	0	HSPA9	5	138554882	138575629	-1	8	679	0.005008	20748
4306	2058	0	EPRS	1	219968600	220046658	-1	8	1512	0.003653	78059
4307	51510	0	CHMP5	9	33264879	33282069	1	9	219	0.008759	17191
4308	5700	0	PSMC1	14	90256550	90272622	1	12	440	0.006996	16073
4309	5170	0	PDPK1	16	2537964	2603190	1	5	400	0.017017	65227
4310	5691	0	PSMB3	17	38752713	38764231	1	5	205	0.005053	11519
4311	6729	0.113164696246021	SRP54	14	34982695	35029567	1	6	504	0.006858	46873
4312	5706	0	PSMC6	14	52707176	52727998	1	6	403	0.010066	20823
4313	6181	0.0774596669975642	RPLP2	11	809936	812876	1	5	115	0.018038	2941
4314	9039	0	UBA3	3	69054730	69080373	-1	8	463	0.004479	25644
4315	10574	0.738302660241764	CCT7	2	73234236	73253022	1	10	543	0.001963	18787
4316	56954	0	NIT2	3	100334718	100355634	1	7	276	0.004631	20917
4317	3735	0	KARS	16	75627724	75647687	-1	7	625	0.004014	19964
4318	1738	0	DLD	7	107891141	107921198	1	6	509	0.002085	30058
4319	10987	0	COPS5	8	67043079	67062327	-1	8	334	0.009317	19249
4320	1763	0	DNA2	10	68414064	68472409	-1	5	1058	0.007793	58346
4321	1967	0	EIF2B1	12	123621023	123633776	-1	8	305	0.003497	12754
4322	5682	0.0376060319759551	PSMA1	11	14504876	14643634	-1	8	269	0.015995	138759
4323	6576	0	SLC25A1	22	19175575	19178863	-1	5	299	0.017703	3289
4324	10592	0.0376060341136101	SMC2	9	104094260	104141419	1	7	1197	0.001831	47160
4325	4175	0	MCM6	2	135839626	135876477	-1	7	821	0.001604	36852
