setID	setName	source	setsize.org
83123	Allograft rejection	KEGG	35
83122	Systemic lupus erythematosus	KEGG	134
83121	Autoimmune thyroid disease	KEGG	50
83120	Asthma	KEGG	28
83119	Non-small cell lung cancer	KEGG	54
83118	Small cell lung cancer	KEGG	85
83117	Acute myeloid leukemia	KEGG	57
83116	Chronic myeloid leukemia	KEGG	73
83115	Bladder cancer	KEGG	42
83114	Melanoma	KEGG	71
83113	Basal cell carcinoma	KEGG	55
83112	Thyroid cancer	KEGG	29
83111	Prostate cancer	KEGG	89
83110	Glioma	KEGG	65
83109	Endometrial cancer	KEGG	52
83108	Pancreatic cancer	KEGG	70
83107	Renal cell carcinoma	KEGG	70
83106	Colorectal cancer	KEGG	62
83105	Pathways in cancer	KEGG	325
83104	Shigellosis	KEGG	61
83103	Pathogenic Escherichia coli infection*	KEGG	55
83102	Epithelial cell signaling in Helicobacter pylori infection	KEGG	68
83101	Vibrio cholerae infection	KEGG	54
83100	Huntington's disease	KEGG	177
83099	Amyotrophic lateral sclerosis (ALS)	KEGG	54
83098	Parkinson's disease	KEGG	117
83097	Alzheimer's disease	KEGG	163
83096	Maturity onset diabetes of the young	KEGG	25
83095	Type I diabetes mellitus	KEGG	41
83094	Type II diabetes mellitus	KEGG	48
83093	Adipocytokine signaling pathway	KEGG	69
83092	Melanogenesis	KEGG	101
83091	GnRH signaling pathway	KEGG	92
83090	Insulin signaling pathway	KEGG	138
83089	Regulation of actin cytoskeleton	KEGG	212
83088	Taste transduction	KEGG	51
83087	Olfactory transduction	KEGG	401
83086	Long-term depression	KEGG	61
83085	Long-term potentiation	KEGG	70
83084	Circadian rhythm	KEGG	30
83083	Leukocyte transendothelial migration	KEGG	115
83082	Fc epsilon RI signaling pathway	KEGG	70
83081	B cell receptor signaling pathway	KEGG	76
83080	T cell receptor signaling pathway	KEGG	108
83079	Natural killer cell mediated cytotoxicity	KEGG	133
83078	Hematopoietic cell lineage	KEGG	82
83077	Jak-STAT signaling pathway	KEGG	150
83076	Toll-like receptor signaling pathway*	KEGG	106
83075	Renin-angiotensin system	KEGG	17
83074	Antigen processing and presentation	KEGG	69
83073	Complement and coagulation cascades	KEGG	69
83072	Gap junction	KEGG	89
83071	Tight junction	KEGG	132
83070	Adherens junction	KEGG	73
83069	Cell adhesion molecules (CAMs)	KEGG	130
83068	ECM-receptor interaction	KEGG	86
83067	Focal adhesion	KEGG	204
83066	VEGF signaling pathway	KEGG	67
83065	Axon guidance	KEGG	129
83064	TGF-beta signaling pathway	KEGG	83
83063	Hedgehog signaling pathway	KEGG	51
83062	Notch signaling pathway	KEGG	47
83061	Wnt signaling pathway	KEGG	150
83060	Apoptosis	KEGG	87
83059	mTOR signaling pathway	KEGG	64
83058	Regulation of autophagy	KEGG	34
83057	SNARE interactions in vesicular transport	KEGG	34
83056	Ubiquitin mediated proteolysis	KEGG	137
83055	p53 signaling pathway	KEGG	68
83054	Cell cycle	KEGG	124
83053	Neuroactive ligand-receptor interaction	KEGG	271
83052	Phosphatidylinositol signaling system	KEGG	81
83051	Cytokine-cytokine receptor interaction	KEGG	261
83050	Calcium signaling pathway	KEGG	182
83049	ErbB signaling pathway	KEGG	88
83048	MAPK signaling pathway	KEGG	259
83047	Non-homologous end-joining	KEGG	13
83046	Homologous recombination	KEGG	28
83045	Mismatch repair	KEGG	23
83044	Nucleotide excision repair	KEGG	45
83043	Base excision repair	KEGG	33
83042	PPAR signaling pathway	KEGG	71
83041	Protein export	KEGG	23
83040	Proteasome	KEGG	44
83039	DNA replication	KEGG	35
83038	Basal transcription factors	KEGG	44
83037	RNA polymerase	KEGG	31
83036	Ribosome*	KEGG	88
83035	ABC transporters	KEGG	44
83034	Biosynthesis of unsaturated fatty acids	KEGG	21
83033	Drug metabolism - other enzymes	KEGG	51
83032	Drug metabolism - cytochrome P450	KEGG	73
83031	Metabolism of xenobiotics by cytochrome P450	KEGG	81
83030	Aminoacyl-tRNA biosynthesis	KEGG	41
83026	Sulfur metabolism	KEGG	14
83022	Terpenoid backbone biosynthesis	KEGG	21
83021	Porphyrin and chlorophyll metabolism	KEGG	43
83020	Retinol metabolism	KEGG	66
83018	Folate biosynthesis	KEGG	14
83015	Pantothenate and CoA biosynthesis	KEGG	17
83014	Nicotinate and nicotinamide metabolism	KEGG	27
83012	Riboflavin metabolism	KEGG	12
83008	One carbon pool by folate	KEGG	19
83007	Butanoate metabolism	KEGG	29
83004	Propanoate metabolism	KEGG	32
83002	Glyoxylate and dicarboxylate metabolism	KEGG	24
82998	Pyruvate metabolism	KEGG	41
82997	Glycosphingolipid biosynthesis - ganglio series	KEGG	15
82996	Glycosphingolipid biosynthesis - globo series	KEGG	14
82995	Glycosphingolipid biosynthesis - lacto and neolacto series	KEGG	26
82994	Sphingolipid metabolism	KEGG	46
82993	alpha-Linolenic acid metabolism	KEGG	24
82992	Linoleic acid metabolism	KEGG	32
82991	Arachidonic acid metabolism	KEGG	66
82990	Ether lipid metabolism	KEGG	39
82989	Glycerophospholipid metabolism	KEGG	88
82988	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	KEGG	25
82987	Inositol phosphate metabolism	KEGG	61
82986	Glycerolipid metabolism	KEGG	54
82984	Glycosaminoglycan biosynthesis - heparan sulfate / heparin	KEGG	26
82983	Glycosaminoglycan biosynthesis - keratan sulfate	KEGG	15
82982	Glycosaminoglycan biosynthesis - chondroitin sulfate	KEGG	22
82981	Glycosaminoglycan degradation	KEGG	19
82979	Amino sugar and nucleotide sugar metabolism	KEGG	48
82978	Other types of O-glycan biosynthesis	KEGG	30
82977	Mucin type O-Glycan biosynthesis	KEGG	31
82976	Other glycan degradation	KEGG	17
82975	N-Glycan biosynthesis	KEGG	49
82974	Starch and sucrose metabolism	KEGG	55
82973	Glutathione metabolism	KEGG	50
82969	Selenocompound metabolism	KEGG	17
82966	beta-Alanine metabolism	KEGG	29
82964	Tryptophan metabolism	KEGG	39
82960	Phenylalanine metabolism	KEGG	18
82959	Tyrosine metabolism	KEGG	39
82958	Histidine metabolism	KEGG	28
82957	Arginine and proline metabolism	KEGG	57
82956	Lysine degradation	KEGG	49
82952	Valine, leucine and isoleucine degradation	KEGG	44
82949	Glycine, serine and threonine metabolism	KEGG	37
82946	Pyrimidine metabolism	KEGG	101
82944	Purine metabolism	KEGG	166
82942	Oxidative phosphorylation	KEGG	120
82940	Steroid hormone biosynthesis	KEGG	56
82939	Ubiquinone and other terpenoid-quinone biosynthesis	KEGG	10
82938	Primary bile acid biosynthesis	KEGG	17
82937	Steroid biosynthesis	KEGG	18
82935	Fatty acid metabolism	KEGG	44
82934	Fatty acid elongation	KEGG	23
82932	Ascorbate and aldarate metabolism	KEGG	27
82931	Galactose metabolism	KEGG	29
82930	Fructose and mannose metabolism	KEGG	36
82929	Pentose and glucuronate interconversions	KEGG	34
82928	Pentose phosphate pathway	KEGG	28
82927	Citrate cycle (TCA cycle)	KEGG	30
82926	Glycolysis / Gluconeogenesis	KEGG	65
711361	Oncostatin M Signaling Pathway	WikiPathways	63
705377	Parkinsons Disease Pathway	WikiPathways	38
703093	superpathway of citrulline metabolism	BIOCYC	14
700638	Parkin-Ubiquitin Proteasomal System pathway	WikiPathways	70
698773	Circadian entrainment	KEGG	96
698757	Deregulation of Rab and Rab Effector Genes in Bladder Cancer	WikiPathways	16
698755	Drug Induction of Bile Acid Pathway	WikiPathways	17
698754	AGE/RAGE pathway	WikiPathways	66
698753	Interleukin-11 Signaling Pathway	WikiPathways	40
695200	HIF-1 signaling pathway	KEGG	110
694606	Hepatitis B	KEGG	147
692234	PI3K-Akt signaling pathway	KEGG	336
685555	Metabolism of Angiotensinogen to Angiotensins	REACTOME	12
685554	Translocation of GLUT4 to the Plasma Membrane	REACTOME	53
685553	Arachidonic acid metabolism	REACTOME	17
685552	Activation of Gene Expression by SREBP (SREBF)	REACTOME	41
685551	Regulation of Cholesterol Biosynthesis by SREBP (SREBF)	REACTOME	54
685550	DAP12 signaling	REACTOME	156
685549	DAP12 interactions	REACTOME	170
685535	Constitutive PI3K/AKT Signaling in Cancer	REACTOME	86
673221	Chemical carcinogenesis	KEGG	82
672815	eicosapentaenoate biosynthesis II (metazoa)	BIOCYC	10
672464	SRF and miRs in Smooth Muscle Differentiation and Proliferation	WikiPathways	12
672462	Prolactin Signaling Pathway	WikiPathways	75
672461	iron metabolism in placenta	WikiPathways	12
672460	Neural Crest Differentiation	WikiPathways	102
672458	Signaling Pathways in Glioblastoma	WikiPathways	80
672457	Synaptic Vesicle Pathway	WikiPathways	51
672456	Leptin signaling pathway	WikiPathways	60
672455	FSH signaling pathway	WikiPathways	28
672454	Arrhythmogenic right ventricular cardiomyopathy*	WikiPathways	75
672453	Endothelin	WikiPathways	33
672452	TWEAK Signaling Pathway	WikiPathways	43
672451	TSLP Signaling Pathway	WikiPathways	37
672450	Integrated Cancer pathway	WikiPathways	35
672449	miRs in Muscle Cell Differentiation	WikiPathways	30
672448	Alzheimers Disease	WikiPathways	79
672447	RANKL/RANK Signaling Pathway	WikiPathways	54
672446	TSH signaling pathway	WikiPathways	64
672445	Integrated Pancreatic Cancer Pathway*	WikiPathways	194
658418	Viral carcinogenesis	KEGG	205
645352	Reversible Hydration of Carbon Dioxide	REACTOME	12
645349	Abacavir transport and metabolism	REACTOME	10
645343	alpha-linolenic (omega3) and linoleic (omega6) acid metabolism*	REACTOME	12
645341	Synthesis of PIPs at the late endosome membrane	REACTOME	10
645338	Synthesis of PIPs at the early endosome membrane	REACTOME	13
645336	Synthesis of PIPs at the plasma membrane	REACTOME	33
645334	Synthesis of PIPs at the Golgi membrane	REACTOME	17
645332	PI Metabolism	REACTOME	50
645328	Acyl chain remodelling of PG	REACTOME	18
645326	Acyl chain remodelling of PI	REACTOME	16
645324	Acyl chain remodelling of PS	REACTOME	18
645321	Acyl chain remodelling of PC	REACTOME	26
645319	Synthesis of PC	REACTOME	18
645317	Acyl chain remodelling of PE	REACTOME	24
645316	Synthesis of PE	REACTOME	12
645314	Synthesis of PA	REACTOME	29
645313	Glycerophospholipid biosynthesis	REACTOME	87
645312	Phospholipid metabolism	REACTOME	206
645311	CS/DS degradation	REACTOME	13
645309	Chondroitin sulfate biosynthesis	REACTOME	21
645308	Chondroitin sulfate/dermatan sulfate metabolism	REACTOME	49
645307	HS-GAG degradation	REACTOME	20
645306	HS-GAG biosynthesis	REACTOME	30
645305	A tetrasaccharide linker sequence is required for GAG synthesis	REACTOME	26
645304	Heparan sulfate/heparin (HS-GAG) metabolism	REACTOME	52
645303	Keratan sulfate degradation	REACTOME	11
645302	Keratan sulfate biosynthesis	REACTOME	27
645301	Keratan sulfate/keratin metabolism	REACTOME	31
645298	Hyaluronan metabolism	REACTOME	14
645297	Glycosaminoglycan metabolism*	REACTOME	111
645295	Gastrin-CREB signalling pathway via PKC and MAPK	REACTOME	210
645294	TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)	REACTOME	16
645293	Downregulation of TGF-beta receptor signaling	REACTOME	25
645292	TGF-beta receptor signaling activates SMADs	REACTOME	28
645291	The activation of arylsulfatases	REACTOME	13
645290	MHC class II antigen presentation	REACTOME	100
645288	Collagen formation*	REACTOME	65
645278	Signaling by FGFR1 fusion mutants	REACTOME	19
645276	Signaling by FGFR1 mutants	REACTOME	30
645275	Signaling by FGFR mutants	REACTOME	45
645274	Signaling by FGFR in disease	REACTOME	171
645267	Latent infection of Homo sapiens with Mycobacterium tuberculosis*	REACTOME	33
645266	Downregulation of SMAD2/3:SMAD4 transcriptional activity	REACTOME	23
645265	SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription	REACTOME	29
645264	Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer	REACTOME	41
645262	Oxygen-dependent Proline Hydroxylation of Hypoxia-inducible Factor Alpha	REACTOME	18
645258	Cellular responses to stress*	REACTOME	25
634527	NF-kappa B signaling pathway	KEGG	91
618581	Guanine ribonucleotide biosynthesis IMP => GDP,GTP	KEGG	14
618580	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP	KEGG	19
585563	Alcoholism	KEGG	179
585562	Epstein-Barr virus infection	KEGG	199
583255	Nicotine addiction	KEGG	40
576276	YAP1- and WWTR1 (TAZ)-stimulated gene expression	REACTOME	26
576275	Signaling by Hippo	REACTOME	20
576274	Signaling by NOTCH4	REACTOME	12
576273	Signaling by NOTCH3	REACTOME	12
576272	Signaling by NOTCH2	REACTOME	12
576271	NOTCH1 Intracellular Domain Regulates Transcription	REACTOME	47
576270	Activated NOTCH1 Transmits Signal to the Nucleus	REACTOME	31
576269	Signaling by NOTCH1	REACTOME	73
576268	Pre-NOTCH Processing in Golgi	REACTOME	20
576266	Pre-NOTCH Transcription and Translation	REACTOME	29
576265	Pre-NOTCH Expression and Processing	REACTOME	47
576263	Degradation of the extracellular matrix*	REACTOME	29
576262	Extracellular matrix organization	REACTOME	93
576261	Mitochondrial Protein Import	REACTOME	51
576260	RORA Activates Circadian Expression	REACTOME	26
576259	Circadian Repression of Expression by REV-ERBA	REACTOME	25
576258	RIP-mediated NFkB activation via DAI	REACTOME	19
576256	DAI mediated induction of type I IFNs	REACTOME	21
576255	Cytosolic sensors of pathogen-associated DNA	REACTOME	23
576254	Regulation of Complement cascade	REACTOME	13
576253	Trafficking and processing of endosomal TLR	REACTOME	13
576251	Activation of NF-kappaB in B Cells	REACTOME	66
576250	Downstream Signaling Events Of B Cell Receptor (BCR)	REACTOME	168
576249	Antigen Activates B Cell Receptor Leading to Generation of Second Messengers	REACTOME	32
576248	Signaling by the B Cell Receptor (BCR)	REACTOME	194
552665	Morphine addiction	KEGG	92
547607	Amphetamine addiction	KEGG	70
547492	superpathway of inositol phosphate compounds	BIOCYC	67
546258	Cocaine addiction	KEGG	50
545362	purine nucleotides degradation II (aerobic)	BIOCYC	12
545359	superpathway of melatonin degradation	BIOCYC	13
545356	melatonin degradation I	BIOCYC	11
545349	3-phosphoinositide degradation	BIOCYC	21
545332	1D-myo-inositol hexakisphosphate biosynthesis II (mammalian)	BIOCYC	15
545328	D-myo-inositol (1,3,4)-trisphosphate biosynthesis	BIOCYC	15
545327	D-myo-inositol (1,4,5)-trisphosphate degradation	BIOCYC	13
545326	D-myo-inositol (1,4,5)-trisphosphate biosynthesis	BIOCYC	24
545325	superpathway of D-myo-inositol (1,4,5)-trisphosphate metabolism	BIOCYC	20
545316	bile acid biosynthesis, neutral pathway	BIOCYC	13
545315	D-myo-inositol-5-phosphate metabolism	BIOCYC	18
545314	3-phosphoinositide biosynthesis	BIOCYC	27
545313	stearate biosynthesis I (animals)	BIOCYC	11
545309	gamma-linolenate biosynthesis II (animals)	BIOCYC	12
545294	the visual cycle I (vertebrates)	BIOCYC	15
545293	retinol biosynthesis	BIOCYC	17
545288	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	BIOCYC	14
545284	NAD salvage pathway II	BIOCYC	12
545280	dermatan sulfate biosynthesis	BIOCYC	16
545279	chondroitin sulfate biosynthesis	BIOCYC	20
545278	heparan sulfate biosynthesis	BIOCYC	27
545276	chondroitin sulfate biosynthesis (late stages)	BIOCYC	13
545274	heparan sulfate biosynthesis (late stages)	BIOCYC	21
537443	Retrograde endocannabinoid signaling	KEGG	102
530772	Activation of Genes by ATF4	REACTOME	25
530769	Signaling by constitutively active EGFR	REACTOME	19
530768	Signaling by EGFR in Cancer*	REACTOME	176
530766	Membrane binding and targetting of GAG proteins	REACTOME	11
530764	Disease	REACTOME	845
530763	Prolactin receptor signaling	REACTOME	15
530760	Antiviral mechanism by IFN-stimulated genes*	REACTOME	70
530759	Beta defensins	REACTOME	40
530757	Defensins	REACTOME	49
530753	Sulfur amino acid metabolism	REACTOME	24
530751	Glycosphingolipid metabolism	REACTOME	38
530750	Sphingolipid de novo biosynthesis	REACTOME	32
530748	Termination of O-glycan biosynthesis	REACTOME	23
530747	O-linked glycosylation of mucins	REACTOME	60
530746	SRP-dependent cotranslational protein targeting to membrane	REACTOME	107
530744	Nuclear signaling by ERBB4	REACTOME	40
530742	SHC1 events in ERBB4 signaling	REACTOME	21
530741	Signaling by ERBB4	REACTOME	148
530740	Downregulation of ERBB2:ERBB3 signaling	REACTOME	13
530738	PLCG1 events in ERBB2 signaling*	REACTOME	36
530735	SHC1 events in ERBB2 signaling*	REACTOME	25
530734	Signaling by ERBB2	REACTOME	157
530733	Cell Cycle	REACTOME	436
525336	Serotonergic synapse	KEGG	113
524497	Sphingosine biosynthesis	KEGG	16
524496	Ceramide biosynthesis	KEGG	12
523016	Transcriptional misregulation in cancer	KEGG	178
522535	F-type ATPase, eukaryotes	KEGG	15
