objID	objStat	objName	SNPcount	chr	startpos	endpos	strand
50809	0.10611	HP1BP3	8	1	21069171	21113181	-1
5081	0.5176	PAX7	56	1	18957500	19075360	1
50810	0.10216	HDGFRP3	4	15	83806804	83876770	-1
50813	0.09965	COPS7A	6	12	6833150	6841041	1
50814	0.36735	NSDHL	32	X	151999511	152037907	1
5083	0.0799800000000001	PAX9	2	14	37126773	37147012	1
50831	0.10688	TAS2R3	7	7	141463897	141464997	1
50832	0.10225	TAS2R4	2	7	141478289	141479188	1
50833	0.12121	TAS2R16	31	7	122634759	122635754	-1
50834	0.10206	TAS2R1	36	5	9629109	9630463	-1
50835	0.0823	TAS2R9	1	12	10961693	10962767	-1
50837	0.08866	TAS2R7	6	12	10954131	10955226	-1
50838	0.09354	TAS2R13	3	12	11060525	11062161	-1
50839	0.13134	TAS2R10	3	12	10977945	10978868	-1
50840	0.12645	TAS2R14	1	12	11090853	11091806	-1
50846	0.09354	DHH	3	12	49483204	49488602	-1
50848	0.4312	F11R	8	1	160965001	160991133	-1
50852	0.11926	TRAT1	31	3	108541631	108573714	1
50853	0.07873	VILL	2	3	38035078	38048676	1
50856	0.3794	CLEC4A	7	12	8276228	8291203	1
50859	0.43796	SPOCK3	91	4	167654535	168155741	-1
50861	0.12356	STMN3	2	20	62271061	62284780	-1
50862	0.13304	RNF141	11	11	10533225	10562774	-1
50863	0.62668	NTM	430	11	131240371	132206716	1
50865	0.11348	HEBP1	15	12	13127798	13153243	-1
5087	0.16024	PBX1	129	1	164528597	164821067	1
5089	0.13974	PBX2	1	6	32152510	32157963	-1
509	0.09414	ATP5C1	6	10	7830093	7849764	1
5090	0.41567	PBX3	67	9	128509617	128729656	1
5091	0.10633	PC	10	11	66615997	66725847	-1
5092	0.1747	PCBD1	24	10	72643267	72648541	-1
5093	0.2174	PCBP1	13	2	70314585	70316335	1
50937	0.27086	CDON	52	11	125826713	125933187	-1
50939	0.25677	IMPG2	34	3	100941390	101039419	-1
5094	0.23163	PCBP2	4	12	53845886	53874946	1
50940	0.22311	PDE11A	107	2	178487977	178973066	-1
50943	0.08252	FOXP3	1	X	49106897	49121288	-1
50944	0.20403	SHANK1	5	19	51165084	51220195	-1
50945	0.16004	TBX22	36	X	79270255	79287268	1
5095	0.74635	PCCA	80	13	100741269	101182691	1
5096	0.13964	PCCB	10	3	135969167	136049013	1
50964	0.09692	SOST	14	17	41831099	41836156	-1
5097	0.13819	PCDH1	20	5	141232672	141257944	-1
5098	0.24303	PCDHGC3	6	5	140855569	140892546	1
5099	0.1656	PCDH7	91	4	30722030	31148423	1
50999	0.09053	TMED5	1	1	93615299	93646246	-1
51	0.11751	ACOX1	5	17	73937588	73975515	-1
5100	0.14715	PCDH8	23	13	53418109	53422775	-1
51000	0.11577	SLC35B3	40	6	8413301	8435794	-1
51001	0.07813	MTERFD1	1	8	97251645	97273796	-1
51002	0.15113	TPRKB	4	2	73956957	73964517	-1
51003	0.15331	MED31	4	17	6546633	6554954	-1
51004	0.08103	COQ6	4	14	74416637	74429815	1
51006	0.10839	SLC35C2	13	20	44978177	44993064	-1
51008	0.13595	ASCC1	18	10	73855790	73976892	-1
51009	0.08888	DERL2	1	17	5377613	5389497	-1
5101	0.2609	PCDH9	183	13	66876966	67804468	-1
51010	0.11838	EXOSC3	6	9	37779711	37785089	-1
51012	0.11867	SLMO2	15	20	57608200	57617901	-1
51013	0.2212	EXOSC1	2	10	99195666	99205768	-1
51014	0.07989	TMED7	1	5	114948905	114961876	-1
51015	0.14356	ISOC1	23	5	128430442	128449721	1
51018	0.1524	RRP15	15	1	218458629	218511325	1
51019	0.10335	CCDC53	18	12	102406717	102455899	-1
51020	0.09457	HDDC2	19	6	125596496	125623282	-1
51022	0.0954	GLRX2	2	1	193065595	193075244	-1
51023	0.09509	MRPS18C	2	4	84377118	84382929	1
51024	0.19629	FIS1	4	7	100882893	100888371	-1
51025	0.09337	PAM16	2	16	4390252	4401373	-1
51026	0.15863	GOLT1B	9	12	21654699	21671337	1
51028	0.12085	VPS36	2	13	52986737	53024763	-1
51029	0.09329	DESI2	19	1	244816352	244872335	1
51030	0.115	TVP23B	7	17	18684582	18710026	1
51032	0.08456	CELA2B	3	1	15802596	15817895	1
5104	0.15006	SERPINA5	20	14	95047706	95059457	1
51046	0.64724	ST8SIA3	23	18	55019721	55036162	1
5105	0.11741	PCK1	20	20	56136137	56141513	1
51050	0.12204	PI15	18	8	75736772	75767264	1
51052	0.10358	PRLH	1	2	238475217	238475818	1
51053	0.08412	GMNN	4	6	24775159	24786327	1
51056	0.09565	LAP3	5	4	17578927	17609590	1
51057	0.25179	WDPCP	28	2	63348518	63815867	-1
51058	0.12846	ZNF691	8	1	43312244	43318148	1
51059	0.35446	FAM135B	188	8	139142266	139509065	-1
5106	0.09971	PCK2	2	14	24563483	24573339	1
51060	0.13574	TXNDC12	4	1	52485803	52521843	-1
51061	0.14817	TXNDC11	20	16	11772943	11836648	-1
51062	0.11705	ATL1	8	14	50999800	51099786	1
51063	0.31062	CALHM2	2	10	105206543	105212162	-1
51065	0.09457	RPS27L	3	15	63445539	63449741	-1
51066	0.14482	SSUH2	46	3	8661086	8693764	-1
51067	0.17167	YARS2	4	12	32899478	32908887	-1
51068	0.09831	NMD3	15	3	160939099	160969795	1
51069	0.08899	MRPL2	1	6	43021767	43027242	-1
51070	0.09762	NOSIP	2	19	50058725	50083829	-1
51071	0.17084	DERA	27	12	16064186	16190315	1
51072	0.11674	MEMO1	11	2	32092892	32235698	-1
51073	0.31758	MRPL4	3	19	10362640	10370736	1
51074	0.36432	APIP	46	11	34903842	34937939	-1
51075	0.10359	TMX2	3	11	57479995	57508445	1
51076	0.12407	CUTC	4	10	101491958	101515894	1
51077	0.08143	FCF1	1	14	75179850	75203394	1
51078	0.08594	THAP4	6	2	242523820	242576725	-1
51079	0.09148	NDUFA13	1	19	19627019	19639013	1
5108	0.11356	PCM1	33	8	17780366	17887457	1
51082	0.49386	POLR1D	42	13	28194880	28241559	1
51083	0.20049	GAL	5	11	68451983	68458643	1
51084	0.13219	CRYL1	74	13	20977806	21100012	-1
51085	0.29267	MLXIPL	3	7	73007524	73038870	-1
51086	0.22057	TNNI3K	51	1	74701071	75010116	1
51087	0.25401	YBX2	2	17	7191571	7197876	-1
51088	0.14331	KLHL5	22	4	39046451	39127853	1
51090	0.47972	PLLP	20	16	57290009	57318584	-1
51091	0.34891	SEPSECS	32	4	25121627	25162204	-1
51092	0.15657	SIDT2	7	11	117049939	117068161	1
51093	0.33999	RRNAD1	2	1	156698263	156706752	1
51094	0.10433	ADIPOR1	6	1	202909960	202927700	-1
51095	0.22303	TRNT1	9	3	3168600	3190707	1
51096	0.26777	UTP18	9	17	49337897	49375294	1
51097	0.1262	SCCPDH	14	1	246887378	246931439	1
51098	0.09653	IFT52	12	20	42219579	42275862	1
51099	0.4745	ABHD5	18	3	43732375	43764217	1
5110	0.09845	PCMT1	6	6	150070831	150132557	1
51100	0.11303	SH3GLB1	19	1	87170253	87213867	1
51101	0.38953	ZC2HC1A	10	8	79578282	79632000	1
51102	0.19615	MECR	6	1	29519385	29557454	-1
51105	0.10564	PHF20L1	21	8	133787604	133861052	1
51106	0.31084	TFB1M	18	6	155577264	155635617	-1
51108	0.11587	METTL9	10	16	21610856	21668792	1
51109	0.10722	RDH11	4	14	68143517	68162510	-1
5111	0.09091	PCNA	1	20	5095599	5107268	-1
51110	0.21614	LACTB2	8	8	71549501	71581447	-1
51111	0.12647	SUV420H1	15	11	67923507	67980784	-1
51112	0.13542	TRAPPC12	28	2	3383446	3483342	1
51114	0.1583	ZDHHC9	8	X	128937264	128977910	-1
51115	0.10124	RMDN1	7	8	87484578	87521009	-1
51116	0.08411	MRPS2	2	9	138392477	138396519	1
51117	0.08579	COQ4	1	9	131084791	131096351	1
51118	0.09329	UTP11L	2	1	38478384	38490497	1
51119	0.10399	SBDS	2	7	66452690	66460588	-1
51121	0.07852	RPL26L1	2	5	172386439	172396774	1
51122	0.16131	COMMD2	5	3	149456257	149470286	-1
51123	0.42471	ZNF706	25	8	102209266	102218292	-1
51124	0.09196	IER3IP1	4	18	44681390	44702745	-1
51125	0.37988	GOLGA7	22	8	41348081	41368499	1
51126	0.0946	NAA20	1	20	19997934	20014273	1
51127	0.08566	TRIM17	1	1	228595636	228604583	-1
51128	0.08801	SAR1B	2	5	133936839	133968533	-1
51130	0.14186	ASB3	48	2	53897117	54014146	-1
51131	0.16556	PHF11	8	13	50069801	50103117	1
51132	0.0853	RLIM	1	X	73802811	73834461	-1
51133	0.10693	KCTD3	5	1	215740735	215795149	1
51134	0.13436	CCDC41	30	12	94702056	94853764	-1
51135	0.14657	IRAK4	5	12	44152747	44183346	1
51136	0.09793	RNFT1	2	17	58029723	58042117	-1
51138	0.16932	COPS4	5	4	83956239	83996971	1
51141	0.11674	INSIG2	26	2	118846050	118867597	1
51143	0.1019	DYNC1LI1	10	3	32567463	32612366	-1
51144	0.24506	HSD17B12	38	11	43702143	43878169	1
51146	0.08597	A4GNT	3	3	137842560	137851229	-1
51148	0.09999	CERCAM	4	9	131182759	131199630	1
51149	0.13489	C5orf45	8	5	179264266	179285840	-1
51150	0.19537	SDF4	3	1	1152288	1167447	-1
51151	0.12903	SLC45A2	17	5	33944721	33984780	-1
51154	0.10523	MRTO4	4	1	19578075	19586622	1
51155	0.09989	HN1	1	17	73131343	73150775	-1
51156	0.28081	SERPINA10	7	14	94749650	94759596	-1
51157	0.09063	ZNF580	1	19	56152392	56154836	1
5116	0.10931	PCNT	15	21	47744036	47865682	1
51160	0.09666	VPS28	1	8	145649000	145653927	-1
51161	0.08961	C3orf18	2	3	50595456	50608458	-1
51162	0.32504	EGFL7	7	9	139553308	139567130	1
51163	0.0884	DBR1	6	3	137879830	137893791	-1
51164	0.17838	DCTN4	7	5	150088309	150138657	-1
51166	0.10519	AADAT	18	4	170981373	171011372	-1
51167	0.1584	CYB5R4	18	6	84569370	84670146	1
51168	0.5541	MYO15A	15	17	18012020	18083116	1
51170	0.08996	HSD17B11	7	4	88257691	88312455	-1
51171	0.08461	HSD17B14	1	19	49316274	49339934	-1
51172	0.13731	NAGPA	8	16	5074845	5083942	-1
51174	0.10638	TUBD1	5	17	57936840	57970306	-1
51175	0.09091	TUBE1	2	6	112391860	112408751	-1
51176	0.44717	LEF1	18	4	108968701	109090112	-1
51177	0.10118	PLEKHO1	1	1	150122170	150131825	1
51179	0.15739	HAO2	21	1	119911402	119936751	1
51182	0.10502	HSPA14	4	10	14880261	14913740	1
51185	0.19919	CRBN	30	3	3191317	3221401	-1
51186	0.08287	WBP5	1	X	102611380	102613397	1
51187	0.09996	RSL24D1	14	15	55473512	55489231	-1
51188	0.10438	SS18L2	1	3	42632298	42636490	1
5119	0.11061	CHMP1A	5	16	89710839	89724129	-1
51191	0.09838	HERC5	3	4	89378268	89427321	1
51192	0.11061	CKLF	4	16	66586466	66600190	1
51193	0.08371	ZNF639	5	3	179041551	179053320	1
51194	0.11738	IPO11	37	5	61708573	61924416	1
51196	0.51457	PLCE1	97	10	95753746	96088149	1
51199	0.21566	NIN	38	14	51186481	51297839	-1
51200	0.43413	CPA4	11	7	129932974	129964020	1
51201	0.22678	ZDHHC2	30	8	17013836	17080241	1
51202	0.1481	DDX47	20	12	12966280	12982915	1
51203	0.11042	NUSAP1	1	15	41624892	41673248	1
51205	0.22534	ACP6	16	1	147119168	147142634	-1
51206	0.14794	GP6	11	19	55525073	55549632	-1
51207	0.40664	DUSP13	9	10	76854190	76868970	-1
51208	0.14946	CLDN18	12	3	137717658	137752494	1
51209	0.25717	RAB9B	12	X	103077255	103087212	-1
5121	0.25229	PCP4	85	21	41239347	41301322	1
51213	0.33709	LUZP4	14	X	114524292	114542121	1
51218	0.27606	GLRX5	52	14	96001323	96011055	1
5122	0.13259	PCSK1	38	5	95726040	95768985	-1
51222	0.10464	ZNF219	6	14	21558205	21572863	-1
51225	0.08243	ABI3	2	17	47287589	47300587	1
51226	0.13479	COPZ2	2	17	46103533	46115152	-1
51227	0.10653	PIGP	6	21	38437664	38445458	-1
51228	0.1481	GLTP	3	12	110288748	110318293	-1
51230	0.12487	PHF20	17	20	34359923	34538288	1
51231	0.09907	VRK3	15	19	50479724	50528805	-1
51232	0.41532	CRIM1	116	2	36583370	36778278	1
51233	0.14584	C22orf43	13	22	23950639	23974508	-1
51234	0.08095	EMC4	2	15	34517245	34522357	1
51237	0.14759	MZB1	1	5	138723257	138725605	-1
51241	0.14747	COX16	17	14	70791798	70826448	-1
51244	0.12932	CCDC174	21	3	14693253	14714166	1
51246	0.11926	SHISA5	2	3	48509197	48541661	-1
5125	0.33138	PCSK5	226	9	78505560	78977255	1
51250	0.13004	C6orf203	13	6	107349407	107372546	1
51251	0.10399	NT5C3	21	7	33053725	33102409	-1
51252	0.20402	FAM178B	29	2	97541619	97652301	-1
51253	0.08932	MRPL37	8	1	54665840	54684056	1
51255	0.09957	RNF181	1	2	85822837	85824831	1
51256	0.25081	TBC1D7	25	6	13305183	13328787	-1
51258	0.26451	MRPL51	4	12	6601316	6602471	-1
51259	0.08072	TMEM216	1	11	61159832	61166335	1
5126	0.5674	PCSK2	110	20	17206752	17465223	1
51260	0.19623	PBDC1	18	X	75392771	75398033	1
51263	0.31004	MRPL30	3	2	99797542	99816020	1
51264	0.0924700000000001	MRPL27	2	17	48445228	48450562	-1
51265	0.11486	CDKL3	10	5	133634115	133702765	-1
51266	0.1101	CLEC1B	8	12	10145660	10151899	-1
51267	0.1089	CLEC1A	11	12	10223080	10251605	-1
51268	0.13479	PIPOX	13	17	27369918	27384236	1
5127	0.10873	CDK16	1	X	47077528	47089396	1
51270	0.10123	TFDP3	4	X	132350697	132352376	-1
51271	0.10809	UBAP1	11	9	34179003	34252521	1
51272	0.0885	BET1L	1	11	202924	207422	-1
51274	0.11752	KLF3	33	4	38665790	38703129	1
51276	0.16728	ZNF571	5	19	38055155	38085673	-1
51277	0.19512	DNAJC27	12	2	25166505	25194963	-1
51278	0.14901	IER5	14	1	181057638	181059979	1
51279	0.34146	C1RL	8	12	7247146	7261869	-1
5128	0.28889	CDK17	26	12	96672039	96794366	-1
51280	0.112	GOLM1	34	9	88641056	88715116	-1
51281	0.12971	ANKMY1	15	2	241418839	241497405	-1
51283	0.10785	BFAR	1	16	14726668	14763093	1
51284	0.23792	TLR7	10	X	12885202	12908480	1
51285	0.09568	RASL12	5	15	65345675	65360388	-1
51287	0.1004	COA4	4	11	73583712	73587890	-1
51289	0.15621	RXFP3	12	5	33936491	33939023	1
5129	0.20123	CDK18	32	1	205473684	205501921	1
51290	0.09699	ERGIC2	10	12	29493579	29534143	-1
51291	0.07905	GMIP	2	19	19740285	19754455	-1
51292	0.11134	GMPR2	1	14	24701648	24708448	1
51294	0.13819	PCDH12	5	5	141324530	141338627	-1
51295	0.08756	ECSIT	2	19	11616731	11639987	-1
51296	0.08418	SLC15A3	3	11	60704555	60719257	-1
51297	0.1946	BPIFA1	15	20	31823802	31831115	1
51298	0.0968	THEG	5	19	362057	376013	-1
51299	0.13692	NRN1	50	6	5998232	6007633	-1
5130	0.11708	PCYT1A	12	3	195965253	196014584	-1
51300	0.11803	TIMMDC1	6	3	119217368	119243128	1
51301	0.19248	GCNT4	18	5	74323289	74326724	-1
51302	0.3554	CYP39A1	32	6	46517445	46620523	-1
51304	0.13409	ZDHHC3	7	3	44956753	45017674	-1
51305	0.18894	KCNK9	80	8	140624804	140715299	-1
51306	0.11738	FAM13B	10	5	137273638	137368802	-1
51307	0.09358	FAM53C	2	5	137673224	137685418	1
51308	0.09883	REEP2	4	5	137774776	137782658	1
51309	0.11823	ARMCX1	1	X	100805514	100809683	1
51310	0.1037	SLC22A17	5	14	23815527	23822080	-1
51311	0.12146	TLR8	13	X	12924739	12941288	1
51312	0.71612	SLC25A37	67	8	23386363	23430063	1
51313	0.27881	FAM198B	11	4	159045732	159094202	-1
51314	0.17766	NME8	53	7	37888199	37940003	1
51315	0.09497	KRCC1	3	2	88326724	88355248	-1
51316	0.24737	PLAC8	8	4	84011201	84035911	-1
51317	0.13936	PHF21A	26	11	45950870	46142985	-1
51318	0.09097	MRPL35	6	2	86426556	86440477	1
51319	0.21194	RSRC1	66	3	157827892	158262582	1
5132	0.12964	PDC	10	1	186412698	186430240	-1
51320	0.13761	MEX3C	27	18	48700920	48724051	-1
51321	0.11872	AMZ2	16	17	66244145	66253305	1
51322	0.12889	WAC	26	10	28821422	28912041	1
51324	0.09511	SPG21	2	15	65255363	65282251	-1
51327	0.12039	AHSP	9	16	31539203	31540124	1
51332	0.18694	SPTBN5	9	15	42140344	42186275	-1
51333	0.07924	ZNF771	1	16	30418735	30429916	1
51334	0.24071	PRR16	59	5	119800019	120022965	1
51335	0.10849	NGRN	8	15	90808895	90815443	1
51337	0.19265	THEM6	5	8	143808621	143818350	1
51338	0.17741	MS4A4A	19	11	60048014	60076445	1
51339	0.23821	DACT1	21	14	59100786	59115039	1
5134	0.09845	PDCD2	2	6	170884660	170893780	-1
51340	0.10325	CRNKL1	15	20	20015012	20036690	-1
51343	0.07965	FZR1	2	19	3506295	3536755	1
51347	0.12093	TAOK3	17	12	118587606	118810750	-1
51348	0.1101	KLRF1	5	12	9980077	9997604	1
51350	0.28959	KRT76	36	12	53161939	53171129	-1
51351	0.19513	ZNF117	6	7	64434830	64451414	-1
5136	0.23545	PDE1A	105	2	183004762	183387572	-1
51360	0.13364	MBTPS2	12	X	21857656	21903541	1
51361	0.11766	HOOK1	11	1	60280533	60342050	1
51362	0.12908	CDC40	4	6	110501624	110553423	1
51363	0.13365	CHST15	31	10	125767182	125853123	-1
51365	0.12178	PLA1A	14	3	119316695	119348658	1
51366	0.11549	UBR5	13	8	103264501	103424917	-1
51367	0.10255	POP5	1	12	121016848	121019201	-1
51368	0.10039	TEX264	2	3	51705222	51738339	1
5137	0.14173	PDE1C	227	7	31792632	32338383	-1
51371	0.12346	POMP	23	13	29233141	29253094	1
51373	0.08138	MRPS17	2	7	56019611	56023034	1
51375	0.14466	SNX7	25	1	99127236	99226056	1
51377	0.10045	UCHL5	3	1	192981496	193029237	-1
51378	0.22369	ANGPT4	47	20	853296	896960	-1
51379	0.09165	CRLF3	6	17	29109702	29151778	-1
5138	0.36388	PDE2A	35	11	72287184	72385497	-1
51382	0.08435	ATP6V1D	3	14	67804581	67826720	-1
51384	0.10069	WNT16	2	7	120965421	120981158	1
51385	0.17808	ZNF589	4	3	48282596	48312480	1
51386	0.0915899999999999	EIF3L	3	22	38245379	38284789	1
51389	0.58031	RWDD1	8	6	116892583	116914438	1
5139	0.14511	PDE3A	90	12	20522179	20837041	1
51390	0.16794	AIG1	83	6	143382023	143661441	1
51393	0.08405	TRPV2	8	17	16318856	16340317	1
51397	0.1454	COMMD10	106	5	115420727	115628978	1
51399	0.08471	TRAPPC4	1	11	118889241	118894384	1
514	0.07848	ATP5E	1	20	57603733	57607422	-1
5140	0.27967	PDE3B	14	11	14665269	14893605	1
51400	0.0861499999999999	PPME1	5	11	73882368	73965748	1
51406	0.08665	NOL7	1	6	13615559	13621127	1
51409	0.09964	HEMK1	4	3	50606909	50622422	1
5141	0.0948	PDE4A	2	19	10527449	10580307	1
51411	0.12093	BIN2	10	12	51674822	51717938	-1
51412	0.08528	ACTL6B	1	7	100240720	100254084	-1
5142	0.35242	PDE4B	217	1	66258193	66840262	1
51421	0.13964	AMOTL2	22	3	134074190	134093406	-1
51422	0.22324	PRKAG2	107	7	151253200	151574316	-1
51426	0.10296	POLK	6	5	74807657	74895646	1
51427	0.55518	ZNF107	22	7	64126511	64171404	1
51429	0.52458	SNX9	41	6	158244294	158366109	1
5143	0.28466	PDE4C	7	19	18318771	18359010	-1
51430	0.75679	SUCO	19	1	172502260	172580973	1
51433	0.28069	ANAPC5	4	12	121746048	121792012	-1
51434	0.24167	ANAPC7	1	12	110810705	110841535	-1
51435	0.13126	SCARA3	27	8	27491577	27534286	1
51438	0.12254	MAGEC2	19	X	141290128	141293076	-1
51439	0.09354	FAM8A1	4	6	17600518	17611950	1
5144	0.42005	PDE4D	402	5	58264865	59783925	-1
51440	0.17711	HPCAL4	15	1	40144645	40157089	-1
51441	0.08258	YTHDF2	3	1	29063133	29096287	1
51442	0.15323	VGLL1	17	X	135614311	135638966	1
51444	0.23781	RNF138	19	18	29671818	29711524	1
51447	0.08184	IP6K2	3	3	48725436	48754711	-1
51449	0.29672	PCYOX1	6	2	70485231	70508317	1
5145	0.1548	PDE6A	25	5	149237519	149324356	-1
51450	0.12284	PRRX2	13	9	132427920	132484953	1
51451	0.267	LCMT1	28	16	25123047	25189551	1
51454	0.45865	GULP1	37	2	189156396	189460653	1
51455	0.16574	REV1	16	2	100016938	100106480	-1
51458	0.15961	RHCG	32	15	90014638	90039799	-1
5146	0.11367	PDE6C	29	10	95372345	95425430	1
51460	0.49603	SFMBT1	21	3	52937583	53080089	-1
51465	0.133	UBE2J1	9	6	90036344	90062619	-1
51466	0.20226	EVL	30	14	100531751	100610573	1
5147	0.08234	PDE6D	6	2	232597147	232645974	-1
51473	0.46711	DCDC2	45	6	24171983	24383520	-1
51474	0.10031	LIMA1	8	12	50569563	50677353	-1
51475	0.16421	CABP2	4	11	67286418	67290899	-1
51478	0.10792	HSD17B7	6	1	162760496	162782608	1
51479	0.12225	ANKFY1	17	17	4066665	4167274	-1
5148	0.08019	PDE6G	1	17	79617489	79623607	-1
51480	0.16507	VCX2	16	X	8137985	8139308	-1
51481	0.13676	VCX3A	11	X	6451659	6453159	-1
5149	0.16237	PDE6H	25	12	15125956	15134799	1
51490	0.12639	C9orf114	2	9	131581930	131592100	-1
51491	0.08409	NOP16	1	5	175810940	175815763	-1
51493	0.12839	C22orf28	12	22	32783562	32808274	-1
51495	0.1014	PTPLAD1	1	15	65822827	65870693	1
51496	0.1368	CTDSPL2	8	15	44719579	44819430	1
51497	0.10628	NELFCD	13	20	57556263	57570188	1
515	0.09432	ATP5F1	4	1	111991743	112004540	1
5150	0.14852	PDE7A	10	8	66626569	66753969	-1
51501	0.14226	C11orf73	12	11	86013253	86056985	1
51503	0.15596	CWC15	11	11	94695787	94706776	-1
51506	0.08172	UFC1	2	1	161123534	161128646	1
51507	0.10839	RTFDC1	14	20	55043647	55093942	1
5151	0.14038	PDE8A	43	15	85523744	85682376	1
51510	0.09455	CHMP5	2	9	33264877	33282067	1
51513	0.19934	ETV7	8	6	36321998	36355577	-1
51514	0.15162	DTL	14	1	212208919	212278187	1
51517	0.09085	NCKIPSD	2	3	48711277	48723334	-1
5152	0.29493	PDE9A	67	21	44073862	44195619	1
51520	0.10484	LARS	8	5	145492589	145562294	-1
51522	0.17903	TMEM14C	3	6	10723148	10731362	1
51523	0.10206	CXXC5	11	5	139028301	139062680	1
51526	0.0959	C20orf111	10	20	42824579	42839546	-1
51527	0.08871	GSKIP	2	14	96846022	96853568	1
51528	0.1037	JKAMP	5	14	59951161	59972081	1
5153	0.23077	PDE1B	8	12	54943177	54973023	1
51530	0.1049	ZC3HC1	2	7	129658126	129691233	-1
51531	0.1925	C9orf156	9	9	100666772	100684852	-1
51534	0.24474	VTA1	28	6	142468410	142542085	1
51535	0.09827	PPHLN1	18	12	42719947	42842422	1
51537	0.09985	MTFP1	3	22	30821611	30825041	1
51538	0.139	ZCCHC17	12	1	31769842	31837780	1
51540	0.14314	SCLY	14	2	238969565	239008054	1
51542	0.10835	VPS54	17	2	64119667	64246214	-1
51548	0.10214	SIRT6	2	19	4174106	4182596	-1
5155	0.10143	PDGFB	14	22	39619685	39640957	-1
51550	0.1037	CINP	2	14	102814619	102829253	-1
51552	0.11003	RAB14	10	9	123940415	123964365	-1
51555	0.13169	PEX5L	67	3	179512746	179754841	-1
51557	0.10497	LGSN	16	6	63985856	64029882	-1
51559	0.34687	NT5DC3	80	12	104166081	104234975	-1
5156	0.10819	PDGFRA	25	4	55095264	55164412	1
51560	0.1438	RAB6B	26	3	133543079	133614691	-1
51561	0.08022	IL23A	1	12	56732663	56734194	1
51562	0.08463	MBIP	14	14	36767764	36789882	-1
51564	0.10792	HDAC7	5	12	48176505	48213763	-1
51566	0.10724	ARMCX3	3	X	100878120	100882831	1
51567	0.16012	TDP2	7	6	24650205	24667115	-1
51569	0.22286	UFM1	9	13	38923942	38937143	1
5157	0.13226	PDGFRL	38	8	17433942	17500642	1
51571	0.16175	FAM49B	35	8	130851839	131028897	-1
51573	0.0889799999999999	GDE1	5	16	19513015	19533450	-1
51574	0.09133	LARP7	5	4	113558120	113578748	1
51575	0.11645	ESF1	19	20	13694969	13765532	-1
51582	0.16535	AZIN1	31	8	103838536	103876397	-1
51585	0.13443	PCF11	9	11	82868137	82896836	1
51586	0.3917	MED15	37	22	20861886	20941919	1
5159	0.11486	PDGFRB	17	5	149493402	149535422	-1
51592	0.12726	TRIM33	13	1	114935399	115053781	-1
51594	0.58901	NBAS	98	2	15307032	15701472	-1
51599	0.18667	LSR	7	19	35739559	35758867	1
51601	0.11674	LIPT1	2	2	99771418	99779620	1
51602	0.13542	NOP58	5	2	203130515	203168384	1
51603	0.20525	METTL13	26	1	171750761	171766856	1
51604	0.2685	PIGT	11	20	44044707	44054885	1
51605	0.37484	TRMT6	5	20	5918486	5931173	-1
51606	0.0853	ATP6V1H	23	8	54628103	54755871	-1
51608	0.15852	GET4	1	7	916191	936071	1
5161	0.10155	PDHA2	42	4	96761239	96762625	1
51611	0.08788	DPH5	9	1	101455179	101491362	-1
51614	0.20949	ERGIC3	6	20	34129778	34145405	1
51616	0.12949	TAF9B	2	X	77385245	77395179	-1
51617	0.23508	HMP19	24	5	173472607	173536182	1
51619	0.10968	UBE2D4	8	7	43966035	43995735	1
5162	0.07855	PDHB	2	3	58413357	58419579	-1
51621	0.41568	KLF13	29	15	31619083	31670102	1
51622	0.08289	CCZ1	1	7	5938341	5965605	1
51626	0.13397	DYNC2LI1	14	2	44001178	44037149	1
51629	0.07942	SLC25A39	2	17	42396993	42402217	-1
5163	0.12828	PDK1	10	2	173420779	173463862	1
51631	0.1108	LUC7L2	23	7	139025105	139108203	1
51633	0.08235	OTUD6B	3	8	92082424	92099323	1
51634	0.28042	RBMX2	17	X	129535943	129547317	1
51635	0.11378	DHRS7	11	14	60611496	60632211	-1
51637	0.0833	C14orf166	4	14	52456228	52471420	1
5164	0.10308	PDK2	2	17	48172101	48188733	1
51642	0.23861	MRPL48	9	11	73498917	73575656	1
51643	0.12235	TMBIM4	3	12	66530717	66563807	-1
51645	0.15604	PPIL1	5	6	36822605	36842800	-1
51646	0.13266	YPEL5	8	2	30369750	30383399	1
51649	0.14084	MRPS23	19	17	55916287	55927433	-1
5165	0.10958	PDK3	37	X	24483344	24568583	1
51650	0.25282	MRPS33	6	7	140705961	140714781	-1
51652	0.11451	CHMP3	5	2	86730553	86790620	-1
51654	0.10839	CDK5RAP1	16	20	31946645	31989337	-1
51655	0.0795400000000001	RASD1	2	17	17397751	17399709	-1
51657	0.10069	STYXL1	7	7	75625655	75677321	-1
51659	0.08397	GINS2	9	16	85711280	85722588	-1
5166	0.26272	PDK4	22	7	95212809	95225925	-1
51660	0.12535	MPC1	7	6	166778407	166796501	-1
51661	0.14186	FKBP7	2	2	179328391	179343355	-1
51663	0.32053	ZFR	39	5	32354456	32444844	-1
51665	0.16866	ASB1	26	2	239335626	239360891	1
51666	0.11882	ASB4	27	7	95115213	95169543	1
51667	0.11196	NUB1	21	7	151038847	151075547	1
51668	0.08596	HSPB11	1	1	54387234	54411288	-1
51669	0.1271	TMEM66	16	8	29920631	29940649	-1
5167	0.12033	ENPP1	26	6	132129156	132216295	1
51676	0.35103	ASB2	40	14	94400499	94443076	-1
51678	0.15617	MPP6	23	7	24613085	24727498	1
