setID	setName	source	size.orig	name.source
160958	FRS2-mediated cascade	REACTOME	38	FRS2-mediated cascade
160955	L13a-mediated translational silencing of Ceruloplasmin expression	REACTOME	105	L13a-mediated translational silencing of Ceruloplasmin expression
160954	Processing of Intronless Pre-mRNAs	REACTOME	14	Processing of Intronless Pre-mRNAs
160951	Processing of Capped Intronless Pre-mRNA	REACTOME	23	Processing of Capped Intronless Pre-mRNA
160950	Processing of Capped Intron-Containing Pre-mRNA	REACTOME	138	Processing of Capped Intron-Containing Pre-mRNA
160948	RNA Polymerase I, RNA Polymerase III, and Mitochondrial Transcription	REACTOME	140	RNA Polymerase I, RNA Polymerase III, and Mitochondrial Transcription
160942	Mitotic G2-G2/M phases*	REACTOME	116	Mitotic G2-G2/M phases*
160941	Mitotic G1-G1/S phases	REACTOME	135	Mitotic G1-G1/S phases
160141	Interleukin-1 signaling	REACTOME	42	Interleukin-1 signaling
160140	Signaling by Interleukins	REACTOME	115	Signaling by Interleukins
160138	MAPK targets/ Nuclear events mediated by MAP kinases	REACTOME	30	MAPK targets/ Nuclear events mediated by MAP kinases
160137	activated TAK1 mediates p38 MAPK activation	REACTOME	17	activated TAK1 mediates p38 MAPK activation
160136	JNK (c-Jun kinases) phosphorylation and activation mediated by activated human TAK1	REACTOME	16	JNK (c-Jun kinases) phosphorylation and activation mediated by activated human TAK1
160135	MAP kinase activation in TLR cascade	REACTOME	49	MAP kinase activation in TLR cascade
160134	TAK1 activates NFkB by phosphorylation and activation of IKKs complex	REACTOME	26	TAK1 activates NFkB by phosphorylation and activation of IKKs complex
154409	Gastric acid secretion	KEGG	75	Gastric acid secretion
153910	Phagosome	KEGG	151	Phagosome
153376	Salivary secretion	KEGG	90	Salivary secretion
152665	Malaria	KEGG	49	Malaria
149807	Bacterial invasion of epithelial cells	KEGG	76	Bacterial invasion of epithelial cells
149806	Phototransduction	KEGG	29	Phototransduction
147809	Chagas disease (American trypanosomiasis)	KEGG	103	Chagas disease (American trypanosomiasis)
147586	Collecting duct acid secretion	KEGG	27	Collecting duct acid secretion
144182	Proximal tubule bicarbonate reclamation	KEGG	23	Proximal tubule bicarbonate reclamation
144181	Leishmaniasis	KEGG	70	Leishmaniasis
143700	Vasopressin-regulated water reabsorption	KEGG	45	Vasopressin-regulated water reabsorption
142463	TCA cycle II (eukaryotic)	BIOCYC	20	TCA cycle II (eukaryotic)
142455	glycolysis I	BIOCYC	17	glycolysis I
142437	nicotine degradation IV	BIOCYC	10	nicotine degradation IV
142435	glutathione-mediated detoxification I	BIOCYC	17	glutathione-mediated detoxification I
142421	fatty acid beta-oxidation I	BIOCYC	16	fatty acid beta-oxidation I
142419	phospholipases	BIOCYC	30	phospholipases
142418	triacylglycerol degradation	BIOCYC	11	triacylglycerol degradation
142387	valine degradation I	BIOCYC	14	valine degradation I
142373	superpathway of methionine degradation	BIOCYC	19	superpathway of methionine degradation
142358	isoleucine degradation I	BIOCYC	14	isoleucine degradation I
142285	pyrimidine deoxyribonucleotides de novo biosynthesis I	BIOCYC	14	pyrimidine deoxyribonucleotides de novo biosynthesis I
142284	salvage pathways of pyrimidine ribonucleotides	BIOCYC	13	salvage pathways of pyrimidine ribonucleotides
142283	pyrimidine ribonucleotides de novo biosynthesis	BIOCYC	14	pyrimidine ribonucleotides de novo biosynthesis
142269	superpathway of cholesterol biosynthesis	BIOCYC	27	superpathway of cholesterol biosynthesis
142266	cholesterol biosynthesis II (via 24,25-dihydrolanosterol)*	BIOCYC	13	cholesterol biosynthesis II (via 24,25-dihydrolanosterol)*
142264	phosphatidylglycerol biosynthesis II (non-plastidic)	BIOCYC	18	phosphatidylglycerol biosynthesis II (non-plastidic)
142255	CDP-diacylglycerol biosynthesis I	BIOCYC	17	CDP-diacylglycerol biosynthesis I
142242	triacylglycerol biosynthesis	BIOCYC	25	triacylglycerol biosynthesis (BIOCYC)
142207	mevalonate pathway I	BIOCYC	12	mevalonate pathway I
142203	colanic acid building blocks biosynthesis	BIOCYC	10	colanic acid building blocks biosynthesis
142180	gluconeogenesis I	BIOCYC	16	gluconeogenesis I
138085	Coregulation of Androgen receptor activity	Pathway Interaction Database	57	Coregulation of Androgen receptor activity
138081	FAS (CD95) signaling pathway	Pathway Interaction Database	35	FAS (CD95) signaling pathway
138080	Aurora B signaling	Pathway Interaction Database	39	Aurora B signaling
138078	p38 signaling mediated by MAPKAP kinases	Pathway Interaction Database	20	p38 signaling mediated by MAPKAP kinases
138076	Cellular roles of Anthrax toxin	Pathway Interaction Database	22	Cellular roles of Anthrax toxin
138074	Visual signal transduction: Rods	Pathway Interaction Database	23	Visual signal transduction: Rods
138073	C-MYB transcription factor network	Pathway Interaction Database	78	C-MYB transcription factor network
138072	Nephrin/Neph1 signaling in the kidney podocyte	Pathway Interaction Database	26	Nephrin/Neph1 signaling in the kidney podocyte
138071	PDGFR-beta signaling pathway	Pathway Interaction Database	54	PDGFR-beta signaling pathway
138070	Regulation of RhoA activity	Pathway Interaction Database	46	Regulation of RhoA activity
138068	Signaling events mediated by Stem cell factor receptor (c-Kit)	Pathway Interaction Database	52	Signaling events mediated by Stem cell factor receptor (c-Kit)
138067	p53 pathway	Pathway Interaction Database	58	p53 pathway
138064	Syndecan-4-mediated signaling events	Pathway Interaction Database	31	Syndecan-4-mediated signaling events
138063	S1P3 pathway	Pathway Interaction Database	28	S1P3 pathway
138062	Signaling events mediated by HDAC Class II	Pathway Interaction Database	34	Signaling events mediated by HDAC Class II
138061	CD40/CD40L signaling	Pathway Interaction Database	30	CD40/CD40L signaling
138060	Thromboxane A2 receptor signaling	Pathway Interaction Database	45	Thromboxane A2 receptor signaling
138059	S1P2 pathway	Pathway Interaction Database	24	S1P2 pathway
138058	BCR signaling pathway	Pathway Interaction Database	66	BCR signaling pathway
138057	ErbB1 downstream signaling	Pathway Interaction Database	103	ErbB1 downstream signaling
138056	Hypoxic and oxygen homeostasis regulation of HIF-1-alpha	Pathway Interaction Database	15	Hypoxic and oxygen homeostasis regulation of HIF-1-alpha
138055	TCR signaling in naive CD8+ T cells	Pathway Interaction Database	49	TCR signaling in naive CD8+ T cells
138054	Nectin adhesion pathway	Pathway Interaction Database	25	Nectin adhesion pathway
138053	TNF receptor signaling pathway	Pathway Interaction Database	44	TNF receptor signaling pathway
138052	Ephrin B reverse signaling	Pathway Interaction Database	27	Ephrin B reverse signaling
138051	EPO signaling pathway	Pathway Interaction Database	33	EPO signaling pathway
138050	Fc-epsilon receptor I signaling in mast cells	Pathway Interaction Database	58	Fc-epsilon receptor I signaling in mast cells
138049	PDGFR-alpha signaling pathway	Pathway Interaction Database	22	PDGFR-alpha signaling pathway
138048	Nongenotropic Androgen signaling	Pathway Interaction Database	18	Nongenotropic Androgen signaling
138047	EPHB forward signaling	Pathway Interaction Database	33	EPHB forward signaling
138046	Syndecan-1-mediated signaling events	Pathway Interaction Database	17	Syndecan-1-mediated signaling events
138045	HIF-1-alpha transcription factor network	Pathway Interaction Database	65	HIF-1-alpha transcription factor network
138044	Trk receptor signaling mediated by the MAPK pathway	Pathway Interaction Database	29	Trk receptor signaling mediated by the MAPK pathway
138041	EPHA forward signaling	Pathway Interaction Database	31	EPHA forward signaling
138040	IFN-gamma pathway	Pathway Interaction Database	40	IFN-gamma pathway
138039	Retinoic acid receptors-mediated signaling	Pathway Interaction Database	25	Retinoic acid receptors-mediated signaling
138036	FoxO family signaling	Pathway Interaction Database	47	FoxO family signaling
138034	Arf6 signaling events	Pathway Interaction Database	34	Arf6 signaling events
138032	Canonical Wnt signaling pathway	Pathway Interaction Database	30	Canonical Wnt signaling pathway
138031	Syndecan-2-mediated signaling events	Pathway Interaction Database	33	Syndecan-2-mediated signaling events
138030	Canonical NF-kappaB pathway	Pathway Interaction Database	23	Canonical NF-kappaB pathway
138027	Regulation of Androgen receptor activity	Pathway Interaction Database	50	Regulation of Androgen receptor activity
138026	Insulin Pathway	Pathway Interaction Database	43	Insulin Pathway
138024	TGF-beta receptor signaling	Pathway Interaction Database	51	TGF-beta receptor signaling
138023	Ceramide signaling pathway	Pathway Interaction Database	44	Ceramide signaling pathway
138022	Class I PI3K signaling events	Pathway Interaction Database	41	Class I PI3K signaling events
138021	Paxillin-dependent events mediated by a4b1	Pathway Interaction Database	19	Paxillin-dependent events mediated by a4b1
138020	Class I PI3K signaling events mediated by Akt	Pathway Interaction Database	34	Class I PI3K signaling events mediated by Akt
138019	p75(NTR)-mediated signaling	Pathway Interaction Database	61	p75(NTR)-mediated signaling
138018	Downstream signaling in naive CD8+ T cells	Pathway Interaction Database	50	Downstream signaling in naive CD8+ T cells
138017	Signaling events mediated by PTP1B	Pathway Interaction Database	51	Signaling events mediated by PTP1B
138015	Regulation of cytoplasmic and nuclear SMAD2/3 signaling	Pathway Interaction Database	19	Regulation of cytoplasmic and nuclear SMAD2/3 signaling
138014	Glucocorticoid receptor regulatory network	Pathway Interaction Database	82	Glucocorticoid receptor regulatory network
138013	Internalization of ErbB1	Pathway Interaction Database	34	Internalization of ErbB1
138012	Signaling mediated by p38-alpha and p38-beta	Pathway Interaction Database	35	Signaling mediated by p38-alpha and p38-beta
138011	CXCR3-mediated signaling events	Pathway Interaction Database	34	CXCR3-mediated signaling events
138010	Glypican 1 network	Pathway Interaction Database	26	Glypican 1 network
138009	Plasma membrane estrogen receptor signaling	Pathway Interaction Database	26	Plasma membrane estrogen receptor signaling
138008	a6b1 and a6b4 Integrin signaling	Pathway Interaction Database	31	a6b1 and a6b4 Integrin signaling
138007	PLK1 signaling events	Pathway Interaction Database	44	PLK1 signaling events
138006	ATF-2 transcription factor network	Pathway Interaction Database	55	ATF-2 transcription factor network
138005	E-cadherin signaling in the nascent adherens junction	Pathway Interaction Database	33	E-cadherin signaling in the nascent adherens junction
138002	E-cadherin signaling in keratinocytes	Pathway Interaction Database	19	E-cadherin signaling in keratinocytes
138001	mTOR signaling pathway	Pathway Interaction Database	60	mTOR signaling pathway (Pathway Interaction Database)
138000	IL23-mediated signaling events	Pathway Interaction Database	37	IL23-mediated signaling events
137999	Integrins in angiogenesis	Pathway Interaction Database	46	Integrins in angiogenesis
137998	TCR signaling in naive CD4+ T cells	Pathway Interaction Database	61	TCR signaling in naive CD4+ T cells
137997	Signaling events mediated by HDAC Class I	Pathway Interaction Database	67	Signaling events mediated by HDAC Class I
137996	VEGFR3 signaling in lymphatic endothelium	Pathway Interaction Database	23	VEGFR3 signaling in lymphatic endothelium
137995	HIV-1 Nef: Negative effector of Fas and TNF-alpha	Pathway Interaction Database	35	HIV-1 Nef: Negative effector of Fas and TNF-alpha
137994	CDC42 signaling events	Pathway Interaction Database	71	CDC42 signaling events
137993	Calcineurin-regulated NFAT-dependent transcription in lymphocytes	Pathway Interaction Database	48	Calcineurin-regulated NFAT-dependent transcription in lymphocytes
137992	IGF1 pathway	Pathway Interaction Database	28	IGF1 pathway
137991	ErbB4 signaling events	Pathway Interaction Database	32	ErbB4 signaling events
137990	Regulation of CDC42 activity	Pathway Interaction Database	30	Regulation of CDC42 activity
137989	FGF signaling pathway	Pathway Interaction Database	47	FGF signaling pathway
137988	IL2 signaling events mediated by STAT5	Pathway Interaction Database	30	IL2 signaling events mediated by STAT5
137987	Regulation of Telomerase	Pathway Interaction Database	66	Regulation of Telomerase
137984	Lissencephaly gene (LIS1) in neuronal migration and development	Pathway Interaction Database	31	Lissencephaly gene (LIS1) in neuronal migration and development
137983	ALK2 signaling events	Pathway Interaction Database	11	ALK2 signaling events
137981	Insulin-mediated glucose transport	Pathway Interaction Database	29	Insulin-mediated glucose transport
137980	Reelin signaling pathway	Pathway Interaction Database	29	Reelin signaling pathway
137979	FOXA1 transcription factor network	Pathway Interaction Database	43	FOXA1 transcription factor network
137978	Circadian rhythm pathway	Pathway Interaction Database	13	Circadian rhythm pathway
137977	Neurotrophic factor-mediated Trk receptor signaling	Pathway Interaction Database	56	Neurotrophic factor-mediated Trk receptor signaling
137976	IL2-mediated signaling events	Pathway Interaction Database	52	IL2-mediated signaling events
137975	RXR and RAR heterodimerization with other nuclear receptor	Pathway Interaction Database	14	RXR and RAR heterodimerization with other nuclear receptor
137974	Caspase cascade in apoptosis	Pathway Interaction Database	50	Caspase cascade in apoptosis
137972	Signaling events mediated by HDAC Class III	Pathway Interaction Database	39	Signaling events mediated by HDAC Class III
137971	Paxillin-independent events mediated by a4b1 and a4b7	Pathway Interaction Database	22	Paxillin-independent events mediated by a4b1 and a4b7
137970	EGF receptor (ErbB1) signaling pathway	Pathway Interaction Database	25	EGF receptor (ErbB1) signaling pathway
137969	Signaling events mediated by PRL	Pathway Interaction Database	23	Signaling events mediated by PRL
137968	ALK1 signaling events	Pathway Interaction Database	24	ALK1 signaling events
137967	Trk receptor signaling mediated by PI3K and PLC-gamma	Pathway Interaction Database	32	Trk receptor signaling mediated by PI3K and PLC-gamma
137964	Regulation of p38-alpha and p38-beta	Pathway Interaction Database	27	Regulation of p38-alpha and p38-beta
137963	Regulation of nuclear SMAD2/3 signaling	Pathway Interaction Database	77	Regulation of nuclear SMAD2/3 signaling
137962	Wnt signaling network	Pathway Interaction Database	28	Wnt signaling network
137961	EPHA2 forward signaling	Pathway Interaction Database	17	EPHA2 forward signaling
137960	Osteopontin-mediated events	Pathway Interaction Database	32	Osteopontin-mediated events
137959	BARD1 signaling events	Pathway Interaction Database	29	BARD1 signaling events
137958	Endothelins	Pathway Interaction Database	53	Endothelins
137957	LKB1 signaling events	Pathway Interaction Database	42	LKB1 signaling events
137956	HIF-2-alpha transcription factor network	Pathway Interaction Database	34	HIF-2-alpha transcription factor network
137955	ErbB2/ErbB3 signaling events	Pathway Interaction Database	35	ErbB2/ErbB3 signaling events
137954	Arf6 trafficking events	Pathway Interaction Database	44	Arf6 trafficking events
137953	Role of Calcineurin-dependent NFAT signaling in lymphocytes	Pathway Interaction Database	51	Role of Calcineurin-dependent NFAT signaling in lymphocytes
137952	Syndecan-3-mediated signaling events	Pathway Interaction Database	17	Syndecan-3-mediated signaling events
137950	Signaling events mediated by the Hedgehog family	Pathway Interaction Database	22	Signaling events mediated by the Hedgehog family
137949	LPA4-mediated signaling events	Pathway Interaction Database	15	LPA4-mediated signaling events
137948	BMP receptor signaling	Pathway Interaction Database	36	BMP receptor signaling
137946	Atypical NF-kappaB pathway	Pathway Interaction Database	14	Atypical NF-kappaB pathway
137945	amb2 Integrin signaling	Pathway Interaction Database	48	amb2 Integrin signaling
137944	IL1-mediated signaling events	Pathway Interaction Database	35	IL1-mediated signaling events
137943	p38 MAPK signaling pathway	Pathway Interaction Database	29	p38 MAPK signaling pathway (Pathway Interaction Database)
137941	Calcium signaling in the CD4+ TCR pathway	Pathway Interaction Database	28	Calcium signaling in the CD4+ TCR pathway
137940	Signaling events mediated by VEGFR1 and VEGFR2	Pathway Interaction Database	63	Signaling events mediated by VEGFR1 and VEGFR2
137939	Direct p53 effectors	Pathway Interaction Database	134	Direct p53 effectors
137938	IL2 signaling events mediated by PI3K	Pathway Interaction Database	37	IL2 signaling events mediated by PI3K
137937	S1P1 pathway	Pathway Interaction Database	20	S1P1 pathway
137936	IL12 signaling mediated by STAT4	Pathway Interaction Database	28	IL12 signaling mediated by STAT4
137935	FOXM1 transcription factor network	Pathway Interaction Database	39	FOXM1 transcription factor network
137934	E2F transcription factor network	Pathway Interaction Database	72	E2F transcription factor network
137933	IL4-mediated signaling events	Pathway Interaction Database	60	IL4-mediated signaling events
137932	IL6-mediated signaling events	Pathway Interaction Database	43	IL6-mediated signaling events
137931	Sphingosine 1-phosphate (S1P) pathway	Pathway Interaction Database	21	Sphingosine 1-phosphate (S1P) pathway
137930	Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)	Pathway Interaction Database	72	Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)
137929	IL27-mediated signaling events	Pathway Interaction Database	26	IL27-mediated signaling events
137928	LPA receptor mediated events	Pathway Interaction Database	65	LPA receptor mediated events
137927	Arf1 pathway	Pathway Interaction Database	18	Arf1 pathway
137926	Visual signal transduction: Cones	Pathway Interaction Database	23	Visual signal transduction: Cones
137925	Aurora A signaling	Pathway Interaction Database	31	Aurora A signaling
137924	VEGFR1 specific signals	Pathway Interaction Database	29	VEGFR1 specific signals
137922	IL12-mediated signaling events	Pathway Interaction Database	60	IL12-mediated signaling events
137920	TRAIL signaling pathway	Pathway Interaction Database	25	TRAIL signaling pathway
137919	N-cadherin signaling events	Pathway Interaction Database	33	N-cadherin signaling events
137918	Stabilization and expansion of the E-cadherin adherens junction	Pathway Interaction Database	40	Stabilization and expansion of the E-cadherin adherens junction
137917	Angiopoietin receptor Tie2-mediated signaling	Pathway Interaction Database	48	Angiopoietin receptor Tie2-mediated signaling
137916	Regulation of retinoblastoma protein	Pathway Interaction Database	56	Regulation of retinoblastoma protein
137915	Signaling events regulated by Ret tyrosine kinase	Pathway Interaction Database	38	Signaling events regulated by Ret tyrosine kinase
137914	Presenilin action in Notch and Wnt signaling	Pathway Interaction Database	46	Presenilin action in Notch and Wnt signaling
137913	Alpha-synuclein signaling	Pathway Interaction Database	32	Alpha-synuclein signaling
137912	Hedgehog signaling events mediated by Gli proteins	Pathway Interaction Database	43	Hedgehog signaling events mediated by Gli proteins
137911	FOXA2 and FOXA3 transcription factor networks	Pathway Interaction Database	44	FOXA2 and FOXA3 transcription factor networks
137910	CXCR4-mediated signaling events	Pathway Interaction Database	76	CXCR4-mediated signaling events
131226	Peroxisome	KEGG	81	Peroxisome
130626	Aldosterone-regulated sodium reabsorption	KEGG	39	Aldosterone-regulated sodium reabsorption
128760	Intestinal immune network for IgA production	KEGG	45	Intestinal immune network for IgA production
126909	Oocyte meiosis	KEGG	110	Oocyte meiosis
125138	Viral myocarditis	KEGG	56	Viral myocarditis
125137	Cytosolic DNA-sensing pathway	KEGG	62	Cytosolic DNA-sensing pathway
125136	Spliceosome	KEGG	130	Spliceosome
122191	NOD-like receptor signaling pathway	KEGG	57	NOD-like receptor signaling pathway
121494	Dilated cardiomyopathy	KEGG	90	Dilated cardiomyopathy
119572	Facilitative Na+-independent glucose transporters	REACTOME	12	Facilitative Na+-independent glucose transporters
119571	Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds	REACTOME	97	Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds
119559	Transport of inorganic cations/anions and amino acids/oligopeptides	REACTOME	96	Transport of inorganic cations/anions and amino acids/oligopeptides
119558	SLC-mediated transmembrane transport	REACTOME	254	SLC-mediated transmembrane transport
119557	PD-1 signaling	REACTOME	21	PD-1 signaling
119556	CTLA4 inhibitory signaling	REACTOME	22	CTLA4 inhibitory signaling
119554	CD28 dependent PI3K/Akt signaling	REACTOME	21	CD28 dependent PI3K/Akt signaling
119553	CD28 co-stimulation	REACTOME	31	CD28 co-stimulation
119552	Costimulation by the CD28 family	REACTOME	65	Costimulation by the CD28 family
119551	G alpha (z) signalling events	REACTOME	48	G alpha (z) signalling events
119550	G alpha (i) signalling events	REACTOME	237	G alpha (i) signalling events
119549	G alpha (s) signalling events	REACTOME	131	G alpha (s) signalling events
119548	GPCR downstream signaling	REACTOME	906	GPCR downstream signaling
119547	Lysosome Vesicle Biogenesis	REACTOME	25	Lysosome Vesicle Biogenesis
119546	Golgi Associated Vesicle Biogenesis	REACTOME	55	Golgi Associated Vesicle Biogenesis
119544	Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)*	REACTOME	122	Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)*
119543	Sphingolipid metabolism	REACTOME	71	Sphingolipid metabolism (REACTOME)
119541	G beta:gamma signalling through PLC beta	REACTOME	22	G beta:gamma signalling through PLC beta
119540	G beta:gamma signalling through PI3Kgamma	REACTOME	27	G beta:gamma signalling through PI3Kgamma
119539	G-protein beta:gamma signalling	REACTOME	30	G-protein beta:gamma signalling
119538	Synthesis, secretion, and deacylation of Ghrelin	REACTOME	18	Synthesis, secretion, and deacylation of Ghrelin
119535	Tight junction interactions	REACTOME	30	Tight junction interactions
119533	Adherens junctions interactions	REACTOME	30	Adherens junctions interactions
119532	Cell-cell junction organization	REACTOME	60	Cell-cell junction organization
119530	Activation of Rac	REACTOME	14	Activation of Rac
119527	Signaling by Robo receptor	REACTOME	32	Signaling by Robo receptor
119526	Other semaphorin interactions	REACTOME	19	Other semaphorin interactions
119525	CRMPs in Sema3A signaling	REACTOME	16	CRMPs in Sema3A signaling
119524	Sema3A PAK dependent Axon repulsion	REACTOME	15	Sema3A PAK dependent Axon repulsion
119523	SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion	REACTOME	14	SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion
119522	Sema4D induced cell migration and growth-cone collapse	REACTOME	24	Sema4D induced cell migration and growth-cone collapse
119520	Sema4D in semaphorin signaling	REACTOME	27	Sema4D in semaphorin signaling
119519	Semaphorin interactions	REACTOME	66	Semaphorin interactions
119304	Progesterone-mediated oocyte maturation	KEGG	86	Progesterone-mediated oocyte maturation
117293	Arrhythmogenic right ventricular cardiomyopathy (ARVC)*	KEGG	74	Arrhythmogenic right ventricular cardiomyopathy (ARVC)*
117292	RIG-I-like receptor signaling pathway	KEGG	70	RIG-I-like receptor signaling pathway
117291	RNA degradation	KEGG	74	RNA degradation
114229	Hypertrophic cardiomyopathy (HCM)	KEGG	83	Hypertrophic cardiomyopathy (HCM)
114228	Fc gamma R-mediated phagocytosis	KEGG	91	Fc gamma R-mediated phagocytosis
114227	Dorso-ventral axis formation	KEGG	24	Dorso-ventral axis formation
106573	ABC-family proteins mediated transport	REACTOME	36	ABC-family proteins mediated transport
106572	Transmembrane transport of small molecules	REACTOME	535	Transmembrane transport of small molecules
106567	RNA Polymerase III Transcription Termination	REACTOME	23	RNA Polymerase III Transcription Termination
106566	RNA Polymerase III Chain Elongation	REACTOME	18	RNA Polymerase III Chain Elongation
106565	RNA Polymerase III Transcription Initiation From Type 3 Promoter	REACTOME	28	RNA Polymerase III Transcription Initiation From Type 3 Promoter
106563	RNA Polymerase III Transcription Initiation From Type 1 Promoter*	REACTOME	27	RNA Polymerase III Transcription Initiation From Type 1 Promoter*
106562	RNA Polymerase III Transcription Initiation	REACTOME	35	RNA Polymerase III Transcription Initiation
106561	RNA Polymerase III Transcription*	REACTOME	40	RNA Polymerase III Transcription*
106559	RNA Polymerase II Transcription Termination*	REACTOME	43	RNA Polymerase II Transcription Termination*
106557	RNA Polymerase II Transcription	REACTOME	101	RNA Polymerase II Transcription
106556	RNA Polymerase I Transcription Termination	REACTOME	23	RNA Polymerase I Transcription Termination
106555	RNA Polymerase I Chain Elongation	REACTOME	79	RNA Polymerase I Chain Elongation
106554	RNA Polymerase I Promoter Escape	REACTOME	22	RNA Polymerase I Promoter Escape
106553	RNA Polymerase I Transcription Initiation	REACTOME	40	RNA Polymerase I Transcription Initiation
106550	RNA Polymerase I Transcription*	REACTOME	101	RNA Polymerase I Transcription*
106548	Packaging Of Telomere Ends	REACTOME	49	Packaging Of Telomere Ends
106543	Telomere C-strand (Lagging Strand) Synthesis	REACTOME	22	Telomere C-strand (Lagging Strand) Synthesis
106541	Extension of Telomeres	REACTOME	28	Extension of Telomeres
106540	Telomere Maintenance	REACTOME	77	Telomere Maintenance
106538	Trafficking of GluR2-containing AMPA receptors	REACTOME	16	Trafficking of GluR2-containing AMPA receptors
106536	Glutamate Binding, Activation of AMPA Receptors and Synaptic Plasticity*	REACTOME	30	Glutamate Binding, Activation of AMPA Receptors and Synaptic Plasticity*
106535	Acetylcholine Binding And Downstream Events*	REACTOME	15	Acetylcholine Binding And Downstream Events*
106534	Neurotransmitter Receptor Binding And Downstream Transmission In The Postsynaptic Cell	REACTOME	144	Neurotransmitter Receptor Binding And Downstream Transmission In The Postsynaptic Cell
106522	Glutamate Neurotransmitter Release Cycle	REACTOME	16	Glutamate Neurotransmitter Release Cycle
106519	Norepinephrine Neurotransmitter Release Cycle	REACTOME	12	Norepinephrine Neurotransmitter Release Cycle
106518	Neurotransmitter Release Cycle	REACTOME	37	Neurotransmitter Release Cycle
106517	Depolarization of the Presynaptic Terminal Triggers the Opening of Calcium Channels	REACTOME	12	Depolarization of the Presynaptic Terminal Triggers the Opening of Calcium Channels
106516	Transmission across Chemical Synapses	REACTOME	200	Transmission across Chemical Synapses
106513	Neuronal System	REACTOME	279	Neuronal System
106510	Signaling by Wnt	REACTOME	312	Signaling by Wnt
106504	Signaling by TGF-beta Receptor Complex*	REACTOME	70	Signaling by TGF-beta Receptor Complex*
106502	Signaling by Rho GTPases*	REACTOME	123	Signaling by Rho GTPases*
106501	DARPP-32 events	REACTOME	27	DARPP-32 events
106500	Adenylate cyclase inhibitory pathway*	REACTOME	14	Adenylate cyclase inhibitory pathway*
106497	Ca-dependent events	REACTOME	30	Ca-dependent events
106495	G-protein mediated events*	REACTOME	46	G-protein mediated events*
106494	G-protein activation	REACTOME	30	G-protein activation
106493	Opioid Signalling	REACTOME	85	Opioid Signalling
106485	Signaling by NOTCH	REACTOME	112	Signaling by NOTCH
106482	ERK/MAPK targets	REACTOME	21	ERK/MAPK targets
106481	Nuclear Events (kinase and transcription factor activation)	REACTOME	24	Nuclear Events (kinase and transcription factor activation)
106475	AKT phosphorylates targets in the cytosol	REACTOME	13	AKT phosphorylates targets in the cytosol
106471	PKA activation	REACTOME	16	PKA activation
106470	PKA-mediated phosphorylation of CREB	REACTOME	17	PKA-mediated phosphorylation of CREB
106468	CaM pathway*	REACTOME	28	CaM pathway*
106467	PLC-gamma1 signalling	REACTOME	35	PLC-gamma1 signalling
106466	ARMS-mediated activation	REACTOME	16	ARMS-mediated activation
106464	Prolonged ERK activation events*	REACTOME	20	Prolonged ERK activation events*
106463	Signalling to p38 via RIT and RIN	REACTOME	15	Signalling to p38 via RIT and RIN
106461	Signalling to RAS	REACTOME	27	Signalling to RAS
106460	Signalling to ERKs	REACTOME	37	Signalling to ERKs
106459	NGF signalling via TRKA from the plasma membrane	REACTOME	200	NGF signalling via TRKA from the plasma membrane
106450	NF-kB is activated and signals survival	REACTOME	13	NF-kB is activated and signals survival
106449	p75NTR recruits signalling complexes	REACTOME	13	p75NTR recruits signalling complexes
106448	p75NTR signals via NF-kB	REACTOME	16	p75NTR signals via NF-kB
106445	NRIF signals cell death from the nucleus	REACTOME	15	NRIF signals cell death from the nucleus
106444	NRAGE signals death through JNK	REACTOME	45	NRAGE signals death through JNK
106443	Cell death signalling via NRAGE, NRIF and NADE	REACTOME	61	Cell death signalling via NRAGE, NRIF and NADE
106441	p75 NTR receptor-mediated signalling	REACTOME	83	p75 NTR receptor-mediated signalling
106439	Signalling by NGF	REACTOME	281	Signalling by NGF
106438	Insulin receptor recycling	REACTOME	26	Insulin receptor recycling
106437	SOS-mediated signalling	REACTOME	14	SOS-mediated signalling
106428	PKB-mediated events*	REACTOME	28	PKB-mediated events*
106427	PI3K Cascade	REACTOME	69	PI3K Cascade
106423	SHC-mediated signalling	REACTOME	15	SHC-mediated signalling
106421	SHC-related events	REACTOME	18	SHC-related events
106420	Insulin receptor signalling cascade*	REACTOME	88	Insulin receptor signalling cascade*
106419	Signaling by Insulin receptor	REACTOME	111	Signaling by Insulin receptor
106418	Downstream TCR signaling	REACTOME	41	Downstream TCR signaling
106417	Generation of second messenger molecules	REACTOME	29	Generation of second messenger molecules
106416	Translocation of ZAP-70 to Immunological synapse	REACTOME	16	Translocation of ZAP-70 to Immunological synapse
106415	Phosphorylation of CD3 and TCR zeta chains	REACTOME	18	Phosphorylation of CD3 and TCR zeta chains
106414	TCR signaling	REACTOME	58	TCR signaling
106413	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	REACTOME	69	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell
