setID	setName	source	setsize.orig
198909	B Cell Receptor Signaling Pathway	WikiPathways	158
198912	Prostaglandin Synthesis and Regulation	WikiPathways	31
198913	miRNAs involved in DDR	WikiPathways	15
198915	Fatty Acid Omega Oxidation	WikiPathways	16
198916	Oxidative Stress	WikiPathways	30
198917	Eukaryotic Transcription Initiation	WikiPathways	41
198918	Type II interferon signaling (IFNG)	WikiPathways	50
199378	Ribosome biogenesis in eukaryotes	KEGG	76
199556	Vitamin digestion and absorption	KEGG	24
200309	Rheumatoid arthritis	KEGG	89
