objID	objStat	objName	SNPcount	chr	startpos	endpos	length	strand	dbsnp	bin
27293	0.717719917238151	SMPDL3B	15	1	28261504	28285663	24160	1	rs11247723	9
27294	1.22492892776331	DHDH	5	19	49436939	49448226	11288	1	rs2270939	4
27295	1.07737672028655	PDLIM3	22	4	186421814	186456712	34899	-1	rs10866276	11
27296	0.647491336118983	TP53TG5	5	20	44002520	44006957	4438	-1	rs2231615	4
27297	-0.00857277370376941	CRCP	11	7	65579805	65619555	39751	1	rs316319	7
27299	1.73281812653688	ADAMDEC1	11	8	24241798	24263526	21729	1	rs1369081	7
27300	1.17458197031218	ZNF544	12	19	58740070	58775010	34941	1	rs11671874	8
27301	-0.420393521541013	APEX2	1	X	55026780	55034212	7433	1	rs7059574	1
27302	1.55029802983238	BMP10	18	2	69092613	69098649	6037	-1	rs2312083	10
27303	2.36991863919194	RBMS3	323	3	29322803	30051886	729084	1	rs2196556	15
27304	1.23892304074653	MOCS3	6	20	49575363	49577820	2458	1	rs16995645	5
27306	0.836250489292474	HPGDS	14	4	95219707	95264027	44321	-1	rs11727030	8
27309	1.75014092189125	ZNF330	33	4	142142049	142155851	13803	1	rs354929	12
27314	1.4755974131531	RAB30	38	11	82692478	82782884	90407	-1	rs12294338	13
27315	1.60613614358225	PGAP2	10	11	3818954	3847582	28629	1	rs6578414	7
27316	1.10657435508331	RBMX	6	X	135951353	135962939	11587	-1	rs16993373	5
27319	0.726836696712951	BHLHE22	6	8	65492795	65496191	3397	1	rs12546399	5
27324	1.84484561350311	TOX3	55	16	52471918	52581714	109797	-1	rs16951139	14
27327	1.13335310246719	TNRC6A	32	16	24741049	24837548	96500	1	rs7188960	12
27328	1.47446661531621	PCDH11X	29	X	91034260	91878229	843970	1	rs5942150	12
27329	-0.660267784224187	ANGPTL3	1	1	63063187	63071180	7994	1	rs12563308	1
27330	1.19304946811108	RPS6KA6	11	X	83313354	83442943	129590	-1	rs10218247	7
27332	2.0560883601125	ZNF638	20	2	71558889	71662189	103301	1	rs12475571	10
27333	2.36574156886184	GOLIM4	40	3	167727654	167813417	85764	-1	rs7651464	13
27334	0.55605391234357	P2RY10	9	X	78200829	78217438	16610	1	rs11799022	6
27335	0.546392739273955	EIF3K	2	19	39109722	39127595	17874	1	rs12976749	2
27336	1.51767638538139	HTATSF1	3	X	135579238	135594505	15268	1	rs3027845	3
27338	1.81227315740571	UBE2S	3	19	55912650	55919325	6676	-1	rs10417909	3
27339	1.11250751690161	PRPF19	3	11	60658019	60674061	16043	-1	rs17155466	3
27340	1.7064947659059	UTP20	28	12	101673905	101780397	106493	1	rs17031194	12
27341	2.69005613864811	RRP7A	12	22	42904341	42915829	11489	-1	rs5758756	8
27342	1.40796984293246	RABGEF1	11	7	66205643	66276451	70809	1	rs17138012	7
27343	1.01481085152051	POLL	2	10	103338639	103348027	9389	-1	rs3730463	2
27344	-0.275739701359668	PCSK1N	1	X	48689506	48693960	4455	-1	rs6608827	1
27345	1.65897911919929	KCNMB4	49	12	70760062	70824978	64917	1	rs11178226	14
27346	1.51159863169411	TMEM97	8	17	26646121	26655711	9591	1	rs658591	6
27347	2.34643444724501	STK39	96	2	168810530	169104105	293576	-1	rs6725755	15
27348	0.435262363814898	TOR1B	10	9	132565432	132573560	8129	1	rs11998940	7
27349	0.940498341443276	MCAT	5	22	43528212	43539403	11192	-1	rs2072852	4
27350	0.948769219652898	APOBEC3C	3	22	39410265	39414843	4579	1	rs12161097	3
27351	2.33475927084998	PPPDE2	4	22	41994032	42017061	23030	-1	rs8139993	4
27352	2.6183350475369	SGSM3	5	22	40766595	40806293	39699	1	rs17001868	4
27429	-0.52536137351468	HTRA2	1	2	74756532	74760683	4152	1	rs2241028	1
27430	1.81670693040114	MAT2B	30	5	162930231	162946328	16098	1	rs1433779	12
27433	-0.831516342395596	TOR2A	1	9	130493803	130497604	3802	-1	rs1999224	1
27434	0.00718155173738548	POLM	4	7	44111846	44122129	10284	-1	rs7778745	4
27436	2.27071890229121	EML4	63	2	42396490	42559688	163199	1	rs10202624	14
27439	1.40489669338249	CECR6	4	22	17597189	17602257	5069	-1	rs971768	4
27440	1.3649842510015	CECR5	14	22	17618410	17646177	27768	-1	rs5748883	8
27443	1.14467454444999	CECR2	55	22	17956630	18033845	77216	1	rs16982574	14
27445	2.68302287363062	PCLO	125	7	82383321	82792197	408877	-1	rs10251395	15
28231	1.22212595313047	SLCO4A1	26	20	61273797	61303647	29851	1	rs3787537	11
28232	2.54244475988868	SLCO3A1	151	15	92396938	92715665	318728	1	rs4129509	15
28234	2.44428390647902	SLCO1B3	27	12	20963638	21069658	106021	1	rs10841714	12
28316	2.04122970928668	CDH20	65	18	59157775	59222365	64591	1	rs17068541	14
28512	-1.16436037182755	NKIRAS1	4	3	23933572	23958537	24966	-1	rs2360610	4
28513	2.17162446682229	CDH19	40	18	64171321	64271216	99896	-1	rs1787502	13
28514	2.57211263639561	DLL1	23	6	170591294	170599697	8404	-1	rs2180052	11
28951	2.02231325626127	TRIB2	36	2	12856998	12882860	25863	1	rs7609362	13
28952	1.39556343451705	CCDC22	2	X	49091927	49106987	15061	1	rs2294016	2
28954	2.59569434492775	REM1	4	20	30063105	30072708	9604	1	rs717064	4
28955	0.484625530781435	DEXI	3	16	11022748	11036257	13510	-1	rs4072865	3
28956	0.373535404541035	LAMTOR2	1	1	156024517	156028301	3785	1	rs6427299	1
28957	1.36448173150142	MRPS28	29	8	80831095	80942506	111412	-1	rs16907253	12
28959	0.501643947151216	TMEM176B	12	7	150488375	150498448	10074	-1	rs11972506	8
28960	1.62115686979439	DCPS	17	11	126173647	126215644	41998	1	rs240543	9
28962	1.98042315716589	OSTM1	19	6	108362613	108395941	33329	-1	rs9372179	10
28964	-0.0772181539515238	GIT1	4	17	27900487	27916610	16124	-1	rs3744626	4
28965	2.15635443151316	SLC27A6	35	5	128301210	128369335	68126	1	rs17766441	13
28966	0.943169913186587	SNX24	16	5	122181160	122344902	163743	1	rs1990890	9
28968	1.94996743977968	SLC6A16	14	19	49792889	49828474	35586	-1	rs8107551	8
28969	1.66826062860153	BZW2	44	7	16685759	16746148	60390	1	rs17169573	13
28970	0.898194246892348	C11orf54	1	11	93474793	93496247	21455	1	rs1284108	1
28971	0.366628696329319	C11orf67	4	11	77532208	77583398	51191	1	rs591283	4
28974	2.33437680951383	C19orf53	5	19	13885257	13889587	4331	1	rs416162	4
28976	1.23417956594769	ACAD9	11	3	128598333	128631957	33625	1	rs6795608	7
28977	1.31535685060038	MRPL42	26	12	93861266	93897548	36283	1	rs12296796	11
28978	0.92139162442137	TMEM14A	33	6	52535884	52551386	15503	1	rs2207953	12
28981	1.78796286038669	IFT81	9	12	110562140	110656600	94461	1	rs12311063	6
28982	1.9322391100342	FLVCR1	21	1	213031597	213072705	41109	1	rs1390501	10
28983	1.17053434787294	TMPRSS11E	1	4	69313167	69363322	50156	1	rs3805203	1
28984	1.3983766207975	C13orf15	19	13	42031542	42045013	13472	1	rs7323848	10
28985	-0.395524288768941	MCTS1	2	X	119737744	119755014	17271	1	rs12835421	2
28986	-0.0987333358381076	MAGEH1	1	X	55478538	55479999	1462	1	rs7058622	1
28987	0.411819128294103	NOB1	2	16	69775774	69788829	13056	-1	rs2965749	2
28988	1.16304313955102	DBNL	4	7	44084239	44101315	17077	1	rs4724276	4
28989	0.324087222885209	METTL11A	6	9	132388435	132397879	9445	1	rs2287296	5
28990	1.51125301436769	ASTE1	3	3	130732721	130745646	12926	-1	rs13074752	3
28991	-1.58077802835648	COMMD5	1	8	146075551	146078932	3382	-1	rs1209881	1
28992	1.9457731104663	MACROD1	42	11	63766030	63933585	167556	-1	rs2701535	13
28996	2.44642702945385	HIPK2	45	7	139246316	139477693	231378	-1	rs6963553	14
28998	1.53964053129535	MRPL13	5	8	121408083	121457647	49565	-1	rs10101508	4
28999	0.988401608647285	KLF15	20	3	126061478	126076236	14759	-1	rs6781064	10
29015	1.22014476845931	SLC43A3	9	11	57174427	57195053	20627	-1	rs11229030	6
29028	2.97206920561402	ATAD2	7	8	124332090	124408705	76616	-1	rs16898247	5
29035	2.14915645243829	C16orf72	20	16	9185537	9213555	28019	1	rs8058645	10
29057	0.086765388262285	FAM156A	6	X	52976462	53024651	48190	-1	rs5951170	5
29058	2.22252272509371	C20orf30	14	20	5080484	5093733	13250	-1	rs6053078	8
29062	1.2622412214123	WDR91	8	7	134868590	134896316	27727	-1	rs292593	6
29063	0.632347242056539	ZCCHC4	26	4	25314396	25372005	57610	1	rs1963656	11
29066	1.57233016841911	ZC3H7A	10	16	11844442	11891114	46673	-1	rs10492853	7
29068	2.20049209755414	ZBTB44	25	11	130096572	130184607	88036	-1	rs12275219	11
29070	0.966240203050888	CCDC113	16	16	58283840	58317740	33901	1	rs1834016	9
29071	0.13592825312146	C1GALT1C1	8	X	119759529	119764005	4477	-1	rs5910953	6
29072	0.98716042357698	SETD2	11	3	47057898	47205467	147570	-1	rs13066078	7
29074	0.962983108801719	MRPL18	3	6	160211492	160219461	7970	1	rs927451	3
29078	0.48375183678506	NDUFAF4	11	6	97337187	97345767	8581	-1	rs9487418	7
29079	0.558586434822611	MED4	15	13	48650092	48669240	19149	-1	rs9534965	9
29080	1.73647432675676	CCDC59	10	12	82746083	82752584	6502	-1	rs17009392	7
29081	-0.0297229607241665	METTL5	4	2	170668267	170681353	13087	-1	rs3769767	4
29082	0.985403319026297	CHMP4A	3	14	24678787	24683036	4250	-1	rs2295320	3
29083	0.637418931758258	GTPBP8	1	3	112709800	112720221	10422	1	rs9288967	1
29086	0.447688531001269	BABAM1	3	19	17378232	17390162	11931	1	rs8170	3
29087	0.0516946502801949	THYN1	1	11	134118173	134123260	5088	-1	rs570113	1
29088	1.48500688606196	MRPL15	13	8	55047781	55061074	13294	1	rs2271567	8
29089	0.673501963530573	UBE2T	3	1	202300785	202311094	10310	-1	rs10465591	3
29090	2.00005801210976	TIMM21	19	18	71815746	71826204	10459	1	rs7240438	10
29091	1.95052144424708	STXBP6	121	14	25281293	25519095	237803	-1	rs17109433	15
29093	2.18221050983126	MRPL22	9	5	154320633	154348971	28339	1	rs13156669	6
29094	1.50395870442583	LGALSL	28	2	64681327	64688517	7191	1	rs10496117	12
29097	0.303973605516801	CNIH4	2	1	224544595	224563691	19097	1	rs4653584	2
29099	0.702999597999489	COMMD9	14	11	36293842	36310999	17158	-1	rs3812765	8
29101	1.86059069405251	SSU72	7	1	1477053	1510262	33210	-1	rs3128342	5
29102	1.76479634002649	DROSHA	68	5	31400601	31532282	131682	-1	rs17408227	14
29103	1.62686393085061	DNAJC15	45	13	43597362	43683306	85945	1	rs2657099	14
29104	1.61090697283983	N6AMT1	24	21	30244513	30257693	13181	-1	rs2248501	11
29105	0.819695001915306	C16orf80	6	16	58147496	58163296	15801	-1	rs9931166	5
29106	1.55313033618096	SCG3	22	15	51973550	52013223	39674	1	rs17525472	11
29107	1.53807613651296	NXT1	23	20	23331373	23335408	4036	1	rs2236024	11
29109	2.46660691948856	FHOD1	1	16	67263292	67281425	18134	-1	rs3852700	1
29110	0.960606617719096	TBK1	19	12	64845840	64895899	50060	1	rs7969932	10
29113	0.324346128672736	C6orf15	21	6	31079000	31080332	1333	-1	rs2844635	10
29114	1.38928533987177	TAGLN3	18	3	111717586	111732735	15150	1	rs4682328	10
29115	1.37654165577588	SAP30BP	6	17	73663399	73704139	40741	1	rs7222015	5
29116	2.34065395418196	MYLIP	35	6	16129317	16148479	19163	1	rs2038037	13
29117	2.10722593348537	BRD7	19	16	50352929	50402845	49917	-1	rs8052403	10
29118	-0.615658397926702	DDX25	6	11	125774272	125793005	18734	1	rs12281146	5
29119	2.95231597964727	CTNNA3	573	10	67679725	69455949	1776225	-1	rs2456679	15
29121	1.95297970557279	CLEC2D	25	12	9822308	9852151	29844	1	rs4763262	11
29122	-0.108229052179326	PRSS50	2	3	46753606	46759373	5768	-1	rs9815362	2
29123	1.76312149869654	ANKRD11	31	16	89334035	89556969	222935	-1	rs3114896	12
29124	2.10956316420099	LGALS13	15	19	40093169	40098114	4946	1	rs10412234	9
29125	2.23228700792449	C11orf21	18	11	2317507	2323143	5637	-1	rs756923	10
29126	1.64192281975908	CD274	23	9	5450503	5470567	20065	1	rs2282055	11
29127	1.99301321534448	RACGAP1	8	12	50382945	50419307	36363	-1	rs378943	6
29128	2.00835105600754	UHRF1	16	19	4909510	4962165	52656	1	rs2656924	9
29760	1.57948872787479	BLNK	29	10	97951455	98031333	79879	-1	rs17111504	12
29761	2.34832615639638	USP25	33	21	17102496	17252377	149882	1	rs2823442	12
29766	0.981918501850282	TMOD3	11	15	52121825	52204335	82511	1	rs2623251	7
29767	1.27718200081431	TMOD2	14	15	52043758	52108560	64803	1	rs17649047	8
29775	1.58123638015181	CARD10	20	22	37886400	37915210	28811	-1	rs6000762	10
29777	2.64190983252221	ABT1	10	6	26597171	26600278	3108	1	rs6911476	7
29780	1.31869828609719	PARVB	93	22	44395173	44565106	169934	1	rs9625980	15
29781	0.0508437857414168	NCAPH2	6	22	50946645	50963209	16565	1	rs140524	5
29785	1.63435657862532	CYP2S1	11	19	41699115	41713444	14330	1	rs8105815	7
29789	2.33763867288498	OLA1	44	2	174937175	175113365	176191	-1	rs10497414	13
29796	-0.0392337822771334	UQCR10	2	22	30163358	30166402	3045	1	rs131291	2
29798	0.382624772159382	C2orf27A	4	2	132480064	132524977	44914	1	rs1836809	4
29799	0.766925182831876	YPEL1	14	22	22051825	22090071	38247	-1	rs4821217	8
29801	-0.321465041946808	ZDHHC8	1	22	20119364	20135530	16167	1	rs175169	1
29802	0.766289608528603	VPREB3	3	22	24094930	24096630	1701	-1	rs2070454	3
29803	0.965912433914747	REPIN1	4	7	150065879	150071133	5255	1	rs10263613	4
29841	2.42992374074871	GRHL1	25	2	10091792	10142412	50621	1	rs10929626	11
29842	2.35908619468725	TFCP2L1	50	2	121974163	122042778	68616	-1	rs2580359	14
29843	1.24636070676726	SENP1	10	12	48436757	48499641	62885	-1	rs1859441	7
29844	-0.0195980743316109	TFPT	1	19	54610320	54619055	8736	-1	rs254262	1
29850	1.01381298099153	TRPM5	4	11	2425745	2444275	18531	-1	rs800345	4
29851	1.5575582590044	ICOS	28	2	204801471	204826300	24830	1	rs16840494	12
29855	2.26328705098696	UBN1	15	16	4897912	4932363	34452	1	rs2660228	9
29880	2.51657998398068	ALG5	6	13	37523907	37573504	49598	-1	rs17054796	5
29881	0.716092879830682	NPC1L1	7	7	44552134	44580914	28781	-1	rs217420	5
29882	-0.0423119739546489	ANAPC2	1	9	140069236	140083057	13822	-1	rs4074426	1
29883	1.47301125859879	CNOT7	6	8	17086740	17104387	17648	-1	rs10113259	5
29886	0.932992191541789	SNX8	12	7	2291405	2354099	62695	-1	rs6461282	8
29887	1.43625427506799	SNX10	40	7	26331515	26413949	82435	1	rs1229658	13
29888	0.700072546078184	STRN4	6	19	47222768	47249720	26953	-1	rs10402664	5
29889	1.08872766103348	GNL2	5	1	38032413	38061586	29174	-1	rs4653305	4
29890	1.64122846020967	RBM15B	2	3	51428699	51435339	6641	1	rs3804766	2
29893	-0.969230894184464	PSMC3IP	1	17	40724329	40729747	5419	-1	rs878291	1
29894	0.654378472865249	CPSF1	2	8	145618446	145634733	16288	-1	rs2293963	2
29895	-1.2511438491521	MYLPF	1	16	30386123	30389310	3188	1	rs8050812	1
29896	0.898899864815613	TRA2A	17	7	23544399	23571656	27258	-1	rs227944	9
29899	1.93261210581139	GPSM2	11	1	109419603	109473044	53442	1	rs9729098	7
29902	0.684264752655901	C12orf24	3	12	110906232	110928192	21961	1	rs7139314	3
29904	2.12980155818377	EEF2K	15	16	22217592	22300066	82475	1	rs9889102	9
29906	2.22373914331108	ST8SIA5	48	18	44259081	44337039	77959	-1	rs8095710	14
29907	1.19542249782241	SNX15	3	11	64794880	64808044	13165	1	rs502333	3
29909	0.584291812070885	GPR171	1	3	150915619	150920988	5370	-1	rs2700471	1
29914	1.35808725133699	UBIAD1	7	1	11333255	11348491	15237	1	rs2982376	5
29915	0.898614561140964	HCFC2	15	12	104458236	104500302	42067	1	rs17192854	9
29916	-1.50290167900144	SNX11	1	17	46184920	46200105	15186	1	rs8066529	1
29919	1.26187435851387	C18orf8	4	18	21083462	21111746	28285	1	rs7236204	4
29920	-0.165805522445116	PYCR2	6	1	226107580	226111965	4386	-1	rs10799329	5
29922	3.28056333935974	NME7	33	1	169101769	169337186	235418	-1	rs12753710	12
29923	1.82037445408603	HILPDA	7	7	128095884	128098472	2589	1	rs2732390	5
29924	1.62389603003854	EPN1	4	19	56186561	56207133	20573	1	rs7249837	4
29926	0.105496307284647	GMPPA	3	2	220363587	220371718	8132	1	rs16860002	3
29927	1.03766509651752	SEC61A1	6	3	127771212	127790526	19315	1	rs9819755	5
29928	-0.136629066756659	TIMM22	2	17	900357	905407	5051	1	rs11654885	2
29929	1.81279140577132	ALG6	18	1	63833261	63904233	70973	1	rs7412350	10
29930	0.884055969727317	PCDHB1	4	5	140430979	140433512	2534	1	rs246584	4
29933	0.703410443589834	GPR132	5	14	105515737	105531754	16018	-1	rs4983579	4
29934	1.24151380930397	SNX12	7	X	70280788	70288231	7444	-1	rs7886653	5
29935	-0.360622054670564	RPA4	1	X	96138907	96140466	1560	1	rs2642219	1
29937	1.87692772758681	NENF	23	1	212606229	212619721	13493	1	rs4951446	11
29940	2.13464522922359	DSE	42	6	116601283	116759442	158160	1	rs9488918	13
29942	1.94662257577622	PURG	21	8	30853321	30891231	37911	-1	rs11990181	10
29943	1.26457421809726	PADI1	29	1	17531621	17572501	40881	1	rs12091488	12
29944	1.65709633503402	PNMA3	7	X	152224766	152228827	4062	1	rs6627292	5
29945	0.837342636048607	ANAPC4	21	4	25378848	25420120	41273	1	rs3851436	10
29946	0.543391902169206	SERTAD3	3	19	40946748	40950282	3535	-1	rs268691	3
29947	1.11460902780224	DNMT3L	7	21	45666223	45682099	15877	-1	rs2276247	5
29948	2.21575917200099	OSGIN1	11	16	83982672	83999937	17266	1	rs185226	7
29949	1.30203623232842	IL19	20	1	206972215	207016326	44112	1	rs11119595	10
29950	1.52283496438809	SERTAD1	2	19	40928408	40931932	3525	-1	rs4150992	2
29951	1.86955240415562	PDZRN4	142	12	41582250	41968392	386143	1	rs17129537	15
29952	-0.994585299848333	DPP7	1	9	140004992	140009195	4204	-1	rs4880094	1
29953	2.32574796583561	TRHDE	104	12	72666529	73059422	392894	1	rs10879467	15
29954	1.00424196343706	POMT2	13	14	77741299	77787225	45927	-1	rs1861889	8
29956	0.946205071403445	CERS2	2	1	150937649	150947440	9792	-1	rs7550809	2
29957	1.1360443585326	SLC25A24	40	1	108677445	108742974	65530	-1	rs12088440	13
29958	1.15927035873299	DMGDH	28	5	78293429	78365449	72021	-1	rs10514151	12
29959	0.872041019989804	NRBP1	3	2	27651473	27665126	13654	1	rs704791	3
29960	-0.465661240686532	FTSJ2	1	7	2273926	2281833	7908	-1	rs7799006	1
29965	1.35139167238983	C16orf5	3	16	4560676	4588816	28141	-1	rs3747600	3
29966	2.03811933466821	STRN3	25	14	31363005	31495607	132603	-1	rs6571367	11
29967	2.26452245928578	LRP12	15	8	105501459	105601252	99794	-1	rs7835029	9
29968	1.15364924552029	PSAT1	51	9	80912059	80945009	32951	1	rs7030182	14
29969	2.25200430446852	MDFIC	35	7	114562209	114659970	97762	1	rs12667516	13
29970	2.68274795150697	SCHIP1	122	3	158991036	159615155	624120	1	rs9866095	15
29974	2.34502115589142	A1CF	31	10	52559169	52645435	86267	-1	rs4935199	12
29978	1.07893658110642	UBQLN2	6	X	56590026	56593443	3418	1	rs5914708	5
29979	1.89304413801427	UBQLN1	15	9	86274878	86323168	48291	-1	rs7033585	9
29982	1.96986364478856	NRBF2	17	10	64893007	64914786	21780	1	rs11813693	9
29984	1.15103460345456	RHOD	2	11	66824289	66839488	15200	1	rs11227678	2
29985	0.640388588328439	SLC39A3	3	19	2732522	2740074	7553	-1	rs7257863	3
29986	0.788110626435532	SLC39A2	2	14	21467414	21470034	2621	1	rs2234636	2
29988	1.46766957137291	SLC2A8	5	9	130159465	130170161	10697	1	rs11790967	4
29989	1.13886371931373	OBP2B	9	9	136080666	136084628	3963	-1	rs4507838	6
29990	1.12603666548996	PILRB	3	7	99933688	99965454	31767	1	rs6968343	3
29991	0.511904283693605	OBP2A	7	9	138437985	138441815	3831	1	rs895189	5
29992	0.577748395736081	PILRA	1	7	99971068	99997722	26655	1	rs3823644	1
29993	1.26248589108833	PACSIN1	21	6	34433853	34504039	70187	1	rs7745219	10
29994	2.19961812684299	BAZ2B	70	2	160175490	160473059	297570	-1	rs3771706	14
29995	1.64866638687903	LMCD1	53	3	8543511	8609806	66296	1	rs1994876	14
29997	0.0559897156911111	GLTSCR2	1	19	48248793	48260323	11531	1	rs2334291	1
29998	1.05969802851554	GLTSCR1	27	19	48111453	48206534	95082	1	rs10411628	12
29999	1.53465742082421	FSCN3	4	7	127233689	127241851	8163	1	rs3824006	4
30000	2.81709625532396	TNPO2	4	19	12810008	12834810	24803	-1	rs16978630	4
30001	-0.258187765019987	ERO1L	13	14	53108605	53162419	53815	-1	rs7150290	8
30008	0.795580335548805	EFEMP2	1	11	65633912	65640405	6494	-1	rs501630	1
30009	0.261669833166061	TBX21	9	17	45810610	45823485	12876	1	rs13380818	6
30010	1.85247252040587	NXPH1	176	7	8473585	8792593	319009	1	rs2214578	15
30011	2.2078031270275	SH3KBP1	39	X	19552083	19905744	353662	-1	rs7889157	13
30012	0.993311859158395	TLX3	9	5	170736288	170739138	2851	1	rs2964538	6
30061	1.52289091136749	SLC40A1	29	2	190425316	190445537	20222	-1	rs12693541	12
30062	0.250356068788153	RAX	12	18	56934267	56940625	6359	-1	rs638518	8
30811	2.94687782804732	HUNK	68	21	33245628	33376377	130750	1	rs2833550	14
30812	1.4288964428524	SOX8	21	16	1031808	1036979	5172	1	rs3751668	10
30813	1.47575379022377	VSX1	15	20	25056099	25062767	6669	-1	rs6115024	9
30814	1.50359375543131	PLA2G2E	15	1	20246800	20250110	3311	-1	rs12066827	9
30815	1.6398421101609	ST6GALNAC6	2	9	130647601	130661871	14271	-1	rs1571142	2
30817	0.744916830344467	EMR2	14	19	14843205	14889353	46149	-1	rs8107904	8
30818	1.46694874083888	KCNIP3	9	2	95963072	96051825	88754	1	rs3821340	6
30819	0.223264056471146	KCNIP2	2	10	103585731	103603677	17947	-1	rs3781298	2
30820	2.44339010849126	KCNIP1	199	5	169780881	170163636	382756	1	rs2042314	15
30827	1.27859985803557	CXXC1	14	18	47808713	47814692	5980	-1	rs12019091	8
30832	0.0388474672276178	ZNF354C	11	5	178487607	178507695	20089	1	rs2411987	7
30833	0.583135629734156	NT5C	1	17	73126323	73127877	1555	-1	rs12453556	1
30834	0.827520690044462	ZNRD1	24	6	30029036	30032686	3651	1	rs1150743	11
30835	1.07706774882707	CD209	8	19	7804879	7812464	7586	-1	rs735239	6
30836	1.06889274820707	DNTTIP2	11	1	94335014	94344762	9749	-1	rs11165012	7
30837	1.66414227776859	SOCS7	5	17	36508007	36561846	53840	1	rs7405482	4
30844	1.46788302465544	EHD4	30	15	42191638	42264755	73118	-1	rs1704402	12
30845	1.49454970726561	EHD3	37	2	31456880	31491260	34381	1	rs1540926	13
30846	1.10762454167593	EHD2	9	19	48216601	48246391	29791	1	rs2914441	6
30849	2.18180401689287	PIK3R4	19	3	130397778	130465696	67919	-1	rs12497023	10
30850	1.6258949716399	CDR2L	5	17	72983727	73001895	18169	1	rs902723	4
30851	0.546776921869426	TAX1BP3	2	17	3566187	3571973	5787	-1	rs2235107	2
43847	2.22579374484725	KLK14	13	19	51581154	51587502	6349	-1	rs2569491	8
43849	0.707956937053142	KLK12	7	19	51532348	51538148	5801	-1	rs3865443	5
49854	2.07628067027821	ZNF295	36	21	43406940	43430496	23557	-1	rs3746912	13
49855	1.29387674008068	SCAPER	52	15	76640526	77176217	535692	-1	rs2469555	14
49856	1.82327335351233	WRAP73	3	1	3547331	3566671	19341	-1	rs10909994	3
49860	2.13520829071173	CRNN	23	1	152381719	152386750	5032	-1	rs12079093	11
49861	1.77564165295664	CLDN20	2	6	155585147	155597682	12536	1	rs2985700	2
50484	1.15391260706734	RRM2B	29	8	103216729	103251346	34618	-1	rs10094658	12
50485	0.758669978555519	SMARCAL1	23	2	217277137	217347776	70640	1	rs11686241	11
50486	1.27285922656465	G0S2	4	1	209848670	209849735	1066	1	rs4393158	4
50487	0.60039052638122	PLA2G3	8	22	31530793	31536469	5677	-1	rs5753480	6
50488	1.44325731246644	MINK1	13	17	4736635	4801356	64722	1	rs9895272	8
50489	0.533522413429196	CD207	19	2	71057343	71062953	5611	-1	rs11900588	10
50506	2.22472060718421	DUOX2	7	15	45384852	45406359	21508	-1	rs7171366	5
50507	2.14837471227795	NOX4	47	11	89057521	89231363	173843	-1	rs16913305	14
50508	2.77559971530665	NOX3	64	6	155716502	155777037	60536	-1	rs17086231	14
50509	0.562317084830874	COL5A3	15	19	10070237	10121147	50911	-1	rs2277968	9
50511	-0.252112640208802	SYCP3	3	12	102122426	102133250	10825	-1	rs10431453	3
50512	0.535239869665273	PODXL2	3	3	127348039	127391652	43614	1	rs782430	3
50514	1.74640846542856	DEC1	110	9	117904097	118164923	260827	1	rs10817745	15
50515	2.17743669902245	CHST11	197	12	104850692	105155792	305101	1	rs12321380	15
50604	1.23523246499973	IL20	3	1	207039154	207042568	3415	1	rs2232360	3
50613	0.786084473286481	UBQLN3	7	11	5528530	5531153	2624	-1	rs186434	5
50614	0.454493040380504	GALNT9	22	12	132680917	132905905	224989	-1	rs7484687	11
50615	1.32768557771809	IL21R	25	16	27413483	27463363	49881	1	rs3093406	11
50616	2.36946170036857	IL22	23	12	68642025	68647281	5257	-1	rs741347	11
50617	1.78078243504028	ATP6V0A4	41	7	138391039	138482941	91903	-1	rs6979610	13
50618	1.35700380975604	ITSN2	21	2	24425735	24583397	157663	-1	rs2339980	10
50619	1.72901729366444	DEF6	7	6	35265595	35289548	23954	1	rs6915410	5
50624	-2.00995643417858	CUZD1	1	10	124591671	124605691	14021	-1	rs1891111	1
50626	1.38753068847911	CYHR1	8	8	145675315	145691031	15717	-1	rs1871538	6
50628	1.19644230668047	GEMIN4	7	17	647661	655501	7841	-1	rs3744741	5
50632	1.38500152845896	CALY	2	10	135138928	135150475	11548	-1	rs2298122	2
50636	2.13031034551469	ANO7	10	2	242127924	242164791	36868	1	rs12614793	7
50640	0.810104705651479	PNPLA8	17	7	108112071	108166638	54568	-1	rs17155788	9
50649	2.23014226061533	ARHGEF4	38	2	131674224	131804836	130613	1	rs16856298	13
50650	2.3201271503727	ARHGEF3	108	3	56761446	57113336	351891	-1	rs2318008	15
50651	2.02921889368218	SLC45A1	12	1	8384390	8404227	19838	1	rs12039434	8
50674	1.19486443565744	NEUROG3	30	10	71331791	71333210	1420	-1	rs3812704	12
50700	0.321692051525221	RDH8	16	19	10123925	10132954	9030	1	rs1673130	9
50717	1.34220356775553	DCAF8	10	1	160185505	160232350	46846	-1	rs6683177	7
50802	1.28101043750691	IGK@	18	2	89156874	90274235	1117362	1	rs1498957	10
50804	1.566943066407	MYEF2	3	15	48431629	48470558	38930	-1	rs3736482	3
50805	0.961903659815841	IRX4	19	5	1877541	1882880	5340	-1	rs12188301	10
50807	1.65384012916585	ASAP1	93	8	131064353	131414217	349865	-1	rs10097893	15
50808	2.66095227817597	AK3	32	9	4709556	4742043	32488	-1	rs296868	12
50809	1.98369366697048	HP1BP3	11	1	21069171	21113181	44011	-1	rs7552264	7
50810	0.392073374265228	HDGFRP3	7	15	83806816	83876321	69506	-1	rs17841157	5
50813	0.0612677177364461	COPS7A	5	12	6833150	6841041	7892	1	rs11064342	4
